pl_name,disposition,pl_orbper,pl_tranmid,pl_trandur,pl_rade,pl_radj,pl_radjerr1,pl_radjerr2,pl_ratror,st_rad,st_raderr1,st_raderr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2
EPIC 212304395.01,CANDIDATE,1.605718,2457218.065,1.5144,16.0,1.4,0.98,-1.6,0.075,1.9,1.2,-2.2,551.776,,,,,
EPIC 212311834.01,CANDIDATE,17.788652,2457233.41,2.8104,47.8,4.26,2.34,-2.05,0.5791,0.76,,,805.825,25.663,-24.153,1.21293,0.038044,-0.038044
EPIC 212315941.01,CANDIDATE,12.93562,2457226.554,2.2296,33.6,3.0,0.74,-1.7,0.204,1.511,0.127,-0.078,375.092,,,,,
EPIC 212315941.02,CANDIDATE,51.735,2457230.19,2.664,15.3,1.36,0.4,-1.24,0.093,1.511,0.127,-0.078,375.092,,,,,
EPIC 212321305.01,CANDIDATE,34.1365,2457228.937,9.192,10.54,0.9403,0.037,-0.068,0.0539,1.791,0.03,-0.03,1138.25,54.31,-49.67,0.850384,0.0397943,-0.0397943
EPIC 212328538.01,CANDIDATE,3.56467,2457218.019,1.848,1.62,0.145,0.014,-0.03,0.0263,0.564,0.033,-0.035,267.728,2.957,-2.894,3.70686,0.0405072,-0.0405072
EPIC 212329106.01,CANDIDATE,21.0791,2457231.704,3.528,2.71,0.242,0.029,-0.033,0.0182,1.362,0.137,-0.039,569.102,15.007,-14.268,1.72958,0.0448232,-0.0448232
EPIC 212330265.01,CANDIDATE,4.17458,2457220.424,1.968,1.08,0.0964,0.02,-0.02,0.0354,0.28,0.05,-0.05,177.501,1.851,-1.814,5.60582,0.0577216,-0.0577216
EPIC 212346723.01,CANDIDATE,15.9489,2457230.085,5.64,2.48,0.221,0.041,-0.08,0.0177,1.29,0.23,-0.44,620.59,9.863,-9.564,1.58283,0.0250256,-0.0250256
EPIC 212351868.01,CANDIDATE,2.500285,2457218.06,5.7,64.215,5.72888844,0.33821095,-0.31483683,0.237,2.481,0.145,-0.135,308.895,3.602,-3.521,3.20901,0.037038,-0.037038
EPIC 212362217.01,CANDIDATE,0.6962935,2457217.848,0.7944,3.85,0.343,0.043,-0.397,0.0319,1.107,0.065,-0.027,380.58,12.242,-11.514,2.60219,0.0812893,-0.0812893
EPIC 212380207.01,CANDIDATE,26.143,2457241.88,4.488,2.52,0.225,0.016,-0.034,0.0285,0.8091,0.0066,-0.0079,336.109,2.787,-2.742,2.94652,0.024284,-0.024284
EPIC 212398508.01,CANDIDATE,46.4221,2457237.277,6.744,2.66,0.237,0.011,-0.021,0.0273,0.893,0.017,-0.035,485.771,5.438,-5.322,2.02991,0.0226246,-0.0226246
EPIC 212406474.01,CANDIDATE,1.852487,2457217.77,2.52,36.8,3.28,0.75,-0.63,0.136,2.479,0.18,-0.057,672.634,17.046,-16.237,1.45858,0.036487,-0.036487
EPIC 212409658.01,CANDIDATE,3.746332,2457219.5,1.9,1.638,0.14613282,0.01891341,-0.01579091,0.0207,0.726,0.056,-0.051,358.223,4.695,-4.578,2.76324,0.0358554,-0.0358554
EPIC 212421673.01,CANDIDATE,28.24765,2457227.593,13.9752,38.5,3.43,0.16,-0.26,0.09873,3.57,0.17,-0.2,1277.94,71.48,-64.42,0.753735,0.0406215,-0.0406215
EPIC 212421749.01,CANDIDATE,25.3606,2457240.408,4.656,3.11,0.277,0.037,-0.0955,0.035,0.815,0.035,-0.039,521.039,11.957,-11.442,1.8914,0.0427499,-0.0427499
EPIC 212422536.01,CANDIDATE,15.7086,2457230.465,3.648,1.96,0.175,0.014,-0.031,0.0303,0.595,0.021,-0.046,291.378,2.83,-2.776,3.40345,0.0327673,-0.0327673
EPIC 212422536.02,CANDIDATE,9.886,2457225.598,3.168,1.59,0.142,0.012,-0.03,0.0245,0.595,0.021,-0.046,291.378,2.83,-2.776,3.40345,0.0327673,-0.0327673
EPIC 212424622 b,CONFIRMED,18.0971,2457227.064,4.32,2.21,0.197,0.017,-0.038,0.0165,1.2247,0.0049,-0.0469,611.804,10.285,-9.956,1.606,0.0268294,-0.0268294
EPIC 212424622.01,CANDIDATE,12.0156,2457219.485,5.4,2.81,0.251,0.021,-0.053,0.0211,1.2247,0.0049,-0.0469,611.804,10.285,-9.956,1.606,0.0268294,-0.0268294
EPIC 212425103.01,CANDIDATE,0.946033,2457218.175,1.632,1.81,0.161,0.016,-0.023,0.02,0.827,0.06,-0.055,590.452,11.934,-11.479,1.66538,0.0333131,-0.0333131
EPIC 212428509.01,CANDIDATE,2.667929,2457222.503,2.0904,50.7,4.52,1.06,-0.87,0.497,0.94,,,440.68,9.658,-9.261,2.24163,0.0483186,-0.0483186
EPIC 212432685.01,CANDIDATE,0.531704,2457217.996,1.5912,2.0,0.18,0.07,-0.07,0.0169,1.06,,,657.203,,,,,
EPIC 212432685.01,CANDIDATE,0.531684,2457217.995,1.776,2.13,0.19,0.04,-0.177,0.0152,1.29,0.17,-0.24,657.203,,,,,
EPIC 212434019.01,CANDIDATE,24.006249,2458196.198,3.5,23.826,2.12561701,0.24578506,-0.19484376,0.1449,1.506,0.107,-0.101,289.723,16.252,-14.637,3.43705,0.178942,-0.178942
EPIC 212435047.01,CANDIDATE,1.115563,2457218.442,2.04,1.29,0.115,0.025,-0.054,0.012,0.98,0.2,-0.17,361.175,4.936,-4.808,2.74047,0.0370607,-0.0370607
EPIC 212435047.01,CANDIDATE,1.115485,2457218.445,1.5792,1.6,0.14,0.03,-0.02,0.0132,1.1,,,361.175,4.936,-4.808,2.74047,0.0370607,-0.0370607
EPIC 212443457.01,CANDIDATE,24.462656,2457233.686,8.4912,13.6,1.21,1.99,-0.66,0.1842,0.68,,,928.672,22.862,-21.808,1.0483,0.0256939,-0.0256939
EPIC 212443457.01,CANDIDATE,24.482,2457233.655,8.016,28.2,2.52,0.11,-0.3,0.0937,2.763,0.087,-0.232,928.672,22.862,-21.808,1.0483,0.0256939,-0.0256939
EPIC 212454422.01,CANDIDATE,3.26945,2457220.228,0.96,3.9,0.35,0.12,-0.29,0.13,0.276,0.079,-0.09,170.258,5.596,-5.257,5.85458,0.185484,-0.185484
EPIC 212464382.01,CANDIDATE,4.07337,2457219.713,2.76,0.928,0.0828,0.0076,-0.0145,0.01071,0.794,0.026,-0.028,154.177,0.802,-0.793,6.45734,0.0333,-0.0333
EPIC 212495601.01,CANDIDATE,21.6768,2457229.645,4.872,2.87,0.256,0.016,-0.025,0.0262,1.003,0.037,-0.028,618.856,11.81,-11.383,1.58745,0.0300434,-0.0300434
EPIC 212497862.01,CANDIDATE,6.80213,2457223.354,1.272,1.82,0.162,0.03,-0.029,0.044,0.379,0.065,-0.037,112.258,0.767,-0.757,8.87979,0.0599938,-0.0599938
EPIC 212499835.01,CANDIDATE,6.88385,2457221.014,7.584,8.3,0.74,0.11,-2.65,0.1023,0.743,0.094,-2.659,2424.48,564.77,-398.11,0.363037,0.079219,-0.079219
EPIC 212499991.01,CANDIDATE,15.3866,2457225.449,2.4,2.41,0.215,0.038,-0.219,0.0292,0.758,0.013,-0.013,283.29,2.043,-2.015,3.50124,0.0250947,-0.0250947
EPIC 212524671.01,CANDIDATE,11.52898,2457223.366,1.488,3.93,0.351,0.082,-0.038,0.0675,0.533,0.12,-0.019,235.002,3.98,-3.98,4.22828,0.0714934,-0.0714934
EPIC 212525174.01,CANDIDATE,3.44791,2457218.384,1.632,1.46,0.13,0.012,-0.021,0.0211,0.637,0.041,-0.028,194.771,1.839,-1.805,5.10599,0.0476606,-0.0476606
EPIC 212525618.01,CANDIDATE,14.4307,2457231.863,3.0,2.28,0.203,0.031,-0.068,0.0212,0.986,0.108,-0.031,469.49,6.369,-6.204,2.10146,0.0283017,-0.0283017
EPIC 212529560.01,CANDIDATE,8.12088,2457219.086,3.48,2.69,0.24,0.024,-0.04,0.0224,1.101,0.077,-0.039,688.583,15.79,-15.109,1.42394,0.0323265,-0.0323265
EPIC 212534729.01,CANDIDATE,13.485,2457223.526,2.88,1.67,0.149,0.021,-0.044,0.0174,0.879,0.094,-0.198,368.464,,,,,
EPIC 212535959.01,CANDIDATE,17.732736,2457224.843,8.7,23.212,2.0708395,0.14764946,-0.13658691,0.1262,1.684,0.12,-0.111,1016.28,37.58,-35.032,0.95571,0.0348666,-0.0348666
EPIC 212540985.01,CANDIDATE,1.096473,2457218.251,3.768,78.0,7.0,1.9,-2.9,0.373,1.913,0.094,-0.099,1865.48,97.16,-88.18,0.506122,0.0260523,-0.0260523
EPIC 212555594.02,CANDIDATE,4.162764,2457220.444,1.5504,1.5,0.13,0.06,-0.05,0.0168,0.83,,,221.753,1.818,-1.788,4.48101,0.0363844,-0.0363844
EPIC 212560683.01,CANDIDATE,13.7043,2457227.418,4.272,1.3,0.12,0.012,-0.033,0.0118,1.014,0.047,-0.032,247.376,2.16,-2.123,4.01391,0.0347315,-0.0347315
EPIC 212562715.01,CANDIDATE,13.52583,2457220.468,2.76,2.49,0.222,0.03,-0.049,0.0246,0.927,0.074,-0.021,393.306,3.516,-3.456,2.51383,0.0223659,-0.0223659
EPIC 212569876.01,CANDIDATE,21.379793,2457219.995,5.5,2.088,0.1862792,0.01623698,-0.01516641,0.0274,0.698,0.054,-0.05,494.551,12.49,-11.899,1.99453,0.0494521,-0.0494521
EPIC 212570977.01,CANDIDATE,8.853025,2457223.894,4.2192,14.4,1.28,0.52,-0.52,0.1514,0.87,,,701.022,19.694,-18.665,1.39853,0.0387102,-0.0387102
EPIC 212572439.01,CANDIDATE,2.581467,2457223.029,1.6896,5.7,0.51,0.21,-0.21,0.0668,0.78,,,285.382,2.35,-2.313,3.47544,0.0284128,-0.0284128
EPIC 212577658.01,CANDIDATE,14.06928,2457221.322,3.0048,1.83,0.163,0.012,-0.022,0.01915,0.876,0.051,-0.054,,,,,,
EPIC 212577658.01,CANDIDATE,14.069121,2457221.322,2.9904,1.8,0.16,0.07,-0.06,0.0201,0.84,,,,,,,,
EPIC 212579164.01,CANDIDATE,18.155653,2457238.553,3.5904,55.0,4.91,2.27,-2.08,0.607,0.83,,,664.868,14.398,-13.811,1.47566,0.0316576,-0.0316576
EPIC 212585579.01,CANDIDATE,3.021795,2457221.563,0.0,45.9,4.09,3.8,-2.58,0.3876,1.09,,,434.609,8.461,-8.149,2.27304,0.0436195,-0.0436195
EPIC 212585579.01,CANDIDATE,3.021944,2457218.539,2.0304,10.8,0.964,0.28,-0.31,0.092,1.082,0.035,-0.028,434.609,8.461,-8.149,2.27304,0.0436195,-0.0436195
EPIC 212586030.01,CANDIDATE,7.78608,2457220.88,2.472,10.9,0.972,0.29,-1.02,0.0298,3.34,0.16,-0.28,590.762,20.31,-19.026,1.66584,0.0558681,-0.0558681
EPIC 212586030.01,CANDIDATE,7.783286,2457220.896,1.26,155.7,13.89,14.79,-10.08,0.3728,3.83,,,590.762,20.31,-19.026,1.66584,0.0558681,-0.0558681
EPIC 212587672 b,CONFIRMED,15.2841,2457227.641,3.552,1.39,0.124,0.0098,-0.019,0.013,0.9757,0.0133,-0.0098,320.07,6.392,-6.152,3.09713,0.0607336,-0.0607336
EPIC 212587672 b,CONFIRMED,15.28078,2457227.645,3.46,1.26,0.11240986,0.00981356,-0.00802928,0.0117,0.98,0.04,-0.03,320.07,6.392,-6.152,3.09713,0.0607336,-0.0607336
EPIC 212587672 c,CONFIRMED,23.226,2457237.044,3.2304,2.3,0.21,0.03,-0.02,0.022,0.95,,,320.07,6.392,-6.152,3.09713,0.0607336,-0.0607336
EPIC 212587672 c,CONFIRMED,23.228555,2457237.042,3.25,2.32,0.20697689,0.01695069,-0.0107057,0.0215,0.98,0.04,-0.03,320.07,6.392,-6.152,3.09713,0.0607336,-0.0607336
EPIC 212587672 c,CONFIRMED,23.2259,2457237.046,3.336,2.31,0.206,0.014,-0.031,0.0217,0.9757,0.0133,-0.0098,320.07,6.392,-6.152,3.09713,0.0607336,-0.0607336
EPIC 212592101.01,CANDIDATE,4.54462,2457217.555,1.512,6.6,0.59,0.21,-0.54,0.125,0.487,0.087,-0.087,168.953,5.364,-5.048,5.89948,0.180737,-0.180737
EPIC 212616320.01,CANDIDATE,12.346663,2457222.549,4.6,2.345,0.20920725,0.01730755,-0.01543405,0.0212,1.011,0.071,-0.063,803.651,23.454,-22.182,1.21611,0.0350459,-0.0350459
EPIC 212621075.01,CANDIDATE,31.4782,2457227.722,4.488,2.6,0.23,0.017,-0.033,0.0316,0.7556,0.006,-0.0204,352.373,3.311,-3.251,2.80925,0.0262258,-0.0262258
EPIC 212622766.01,CANDIDATE,6.02226,2457218.862,2.088,2.02,0.18,0.022,-0.0946,0.019,0.9738,0.0329,-0.0087,432.644,4.011,-3.939,2.28264,0.0210772,-0.0210772
EPIC 212624936 c,CONFIRMED,11.81387,2457221.971,2.064,2.67,0.238,0.038,-0.035,0.0258,0.948,0.137,-0.044,561.929,8.913,-8.644,1.75111,0.0275856,-0.0275856
EPIC 212628098.01,FALSE POSITIVE,4.352428,2457223.348,1.6296,16.6,1.48,0.6,-0.6,0.2272,0.67,,,212.88,1.171,-1.16,4.66872,0.0255294,-0.0255294
EPIC 212634172.01,CANDIDATE,2.851702,2457217.597,0.864,2.16,0.193,0.046,-0.151,0.0655,0.303,0.067,-0.085,100.833,0.717,-0.707,9.88926,0.0694842,-0.0694842
EPIC 212636654.01,CANDIDATE,11.090822,2458186.31,4.1,1.818,0.16219138,0.01311448,-0.01284684,0.0168,0.989,0.061,-0.059,593.791,10.584,-10.227,1.65565,0.0292833,-0.0292833
EPIC 212639319.01,CANDIDATE,13.843678,2457222.439,1.7688,21.4,1.91,3.6,-1.7,0.2421,0.81,,,759.054,42.8355,-42.8355,1.29153,0.0724348,-0.0724348
EPIC 212639319.01,CANDIDATE,13.83851,2457222.457,1.4952,8.26,0.737,0.041,-0.081,0.0286,2.65,0.061,-0.147,759.054,42.8355,-42.8355,1.29153,0.0724348,-0.0724348
EPIC 212645891.01,CANDIDATE,0.32815384,2457217.713,1.2048,17.1,1.53,0.4,-0.45,0.134,1.168,0.072,-0.068,400.006,7.302,-7.049,2.47211,0.0444924,-0.0444924
EPIC 212646483.01,CANDIDATE,8.25178,2457219.875,1.1424,6.99,0.624,0.053,-0.087,0.0296,2.161,0.083,-0.077,1216.38,43.89,-40.99,0.793493,0.0284568,-0.0284568
EPIC 212648083.01,CANDIDATE,20.5827,2457229.781,3.72,2.98,0.266,0.014,-0.024,0.0249,1.099,0.032,-0.042,503.022,7.877,-7.642,1.95954,0.0304308,-0.0304308
EPIC 212652418.01,CANDIDATE,19.1324,2457234.975,3.336,2.73,0.244,0.016,-0.029,0.0186,1.347,0.038,-0.036,439.945,9.279,-8.91,2.24531,0.0466115,-0.0466115
EPIC 212661144.01,CANDIDATE,2.458783,2457218.908,1.2576,3.11,0.277,0.039,-0.064,0.0295,0.964,0.109,-0.013,528.47,6.878,-6.707,1.86364,0.0241354,-0.0241354
EPIC 212679181.01,CANDIDATE,1.054612,2457221.768,0.4896,1.0,0.09,0.04,-0.04,0.0249,0.36,,,52.05051,,,,,
EPIC 212679181.01,CANDIDATE,1.054604,2457217.55,0.4608,0.824,0.0735,0.0046,-0.0112,0.0252,0.3,0.006,-0.025,52.05051,,,,,
EPIC 212688722.01,CANDIDATE,5.734172,2457218.094,5.7,6.2,0.5531279,0.05941664,-0.05424222,0.0207,2.747,0.26,-0.233,1949.06,129.22,-114.44,0.482455,0.0314206,-0.0314206
EPIC 212690867.01,CANDIDATE,25.8614,2457229.601,2.976,1.58,0.141,0.049,-0.029,0.0491,0.295,0.1,-0.044,157.146,1.307,-1.307,6.33526,0.052515,-0.052515
EPIC 212691727.01,CANDIDATE,6.430383,2457219.57,4.9,4.309,0.38442389,0.02542604,-0.02337411,0.0374,1.054,0.068,-0.063,400.633,8.636,-8.286,2.46854,0.052292,-0.052292
EPIC 212703473.01,CANDIDATE,6.788344,2457222.733,2.7696,1.6,0.14,0.03,-0.02,0.0133,1.11,,,178.226,,,,,
EPIC 212703473.01,CANDIDATE,6.78882,2457222.729,2.9328,2.8,0.25,0.098,-0.11,0.01436,1.76,0.68,-0.74,178.226,,,,,
EPIC 212703473.02,CANDIDATE,18.5159,2457221.169,2.808,3.3,0.29,0.12,-0.12,0.01712,1.76,0.68,-0.74,178.226,,,,,
EPIC 212730483.01,CANDIDATE,3.4914,2457219.726,1.824,1.18,0.105,0.016,-0.0928,0.019,0.572,0.024,-0.024,182.528,1.483,-1.46,5.45021,0.0438394,-0.0438394
EPIC 212735133.01,CANDIDATE,7.685505,2458184.649,2.8,2.084,0.18592235,0.01605855,-0.01534484,0.0272,0.703,0.052,-0.049,689.524,22.807,-21.417,1.42265,0.0461198,-0.0461198
EPIC 212737443 b,CONFIRMED,13.603,2457234.97,2.976,2.586,0.23070747,0.01124097,-0.01124097,0.0352,0.673,0.024,-0.024,336.25,4.743,-4.615,2.94582,0.0410643,-0.0410643
EPIC 212737443 c,CONFIRMED,65.55,2457227.79,4.608,2.69,0.23998573,0.01302525,-0.01302525,0.0366,0.673,0.024,-0.024,336.25,4.743,-4.615,2.94582,0.0410643,-0.0410643
EPIC 212743333.01,CANDIDATE,14.78545,2457228.182,1.848,2.62,0.234,0.022,-0.07,0.0385,0.623,0.016,-0.017,302.854,2.72,-2.673,3.27331,0.0291776,-0.0291776
EPIC 212746655.01,CANDIDATE,34.383193,2457220.184,3.7,2.856,0.25479569,0.02292804,-0.02087612,0.0269,0.972,0.065,-0.057,624.09,11.948,-11.515,1.57388,0.029887,-0.029887
EPIC 212753343.01,CANDIDATE,19.984217,2458193.516,5.0,2.846,0.25390355,0.57837552,-0.13257227,0.0149,1.753,3.992,-0.913,273.744,4.113,-3.994,3.6253,0.0536739,-0.0536739
EPIC 212757601.01,CANDIDATE,1.017968,2457221.068,0.96,36.1,3.22,2.86,-2.23,0.4393,0.75,,,1531.42,303.13,-220.54,0.620827,0.104591,-0.104591
EPIC 212757601.01,CANDIDATE,1.017977,2457218.014,2.0808,18.1,1.61,0.5,-4.86,0.259,0.638,0.065,-1.911,1531.42,303.13,-220.54,0.620827,0.104591,-0.104591
EPIC 212771557.01,CANDIDATE,8.491003,2458182.475,2.9,2.228,0.19876919,0.01579091,-0.01472034,0.0243,0.841,0.055,-0.053,488.679,8.711,-8.711,2.0181,0.0361918,-0.0361918
EPIC 212772113.01,CANDIDATE,8.95366,2457223.803,0.8952,3.32,0.296,0.03,-0.077,0.0361,0.841,0.046,-0.024,371.772,3.36,-3.301,2.66112,0.0239163,-0.0239163
EPIC 212773272.01,FALSE POSITIVE,4.681743,2457222.665,2.0496,5.4,0.48,0.2,-0.2,0.1987,0.25,,,122.41,1.564,-1.526,8.14261,0.102287,-0.102287
EPIC 212783902.01,CANDIDATE,24.748442,2458183.307,2.9,16.683,1.48836013,1.35783979,-0.7607293,0.2398,0.637,0.567,-0.324,1967.1,1162.91,-659.52,0.335915,0.309763,-0.309763
EPIC 212797028.01,CANDIDATE,29.978884,2457230.472,6.3696,15.3,1.36,0.54,-0.54,0.1481,0.94,,,847.991,17.816,-17.109,1.15064,0.0240961,-0.0240961
EPIC 212813907.01,CANDIDATE,6.72511,2457221.835,1.0824,4.37,0.39,0.035,-0.099,0.0509,0.787,0.024,-0.024,382.814,5.43,-5.282,2.58396,0.036265,-0.036265
EPIC 212817071.01,CANDIDATE,12.24568,2458186.611,2.8,2.047,0.18262142,0.01552327,-0.01498798,0.0236,0.796,0.051,-0.049,432.673,5.7765,-5.7765,2.28277,0.0306193,-0.0306193
EPIC 212821706.01,CANDIDATE,13.8883,2457222.194,3.336,1.46,0.13,0.012,-0.023,0.0226,0.592,0.024,-0.044,225.309,1.517,-1.498,4.40968,0.0294768,-0.0294768
EPIC 212830737.01,CANDIDATE,26.939433,2458189.066,5.4,2.869,0.25595548,0.0201624,-0.01819969,0.0258,1.02,0.066,-0.059,586.92,7.665,-7.473,1.67514,0.0218039,-0.0218039
EPIC 212833814.01,CANDIDATE,27.7985,2457236.126,11.64,2.47,0.22,0.013,-0.032,0.01524,1.484,0.044,-0.097,242.406,4.989,-4.795,4.09901,0.0825831,-0.0825831
EPIC 212839127.01,CANDIDATE,20.641492,2457238.339,4.0296,49.5,4.42,2.82,-2.14,0.431,1.05,,,1015.39,34.84,-32.653,0.956231,0.0324782,-0.0324782
EPIC 212844216.01,CANDIDATE,12.634794,2457229.428,6.5,47.553,4.24240181,0.87358523,-0.85913253,0.0424,10.265,1.929,-1.611,5827.15,1076.49,-837.37,0.0902541,0.0349457,-0.0349457
EPIC 212865617.01,CANDIDATE,7.535783,2458184.243,2.3,3.131,0.27932959,0.08002512,-0.09956302,0.0435,0.659,0.183,-0.232,,,,,,
EPIC 212870185.01,CANDIDATE,6.116238,2458181.002,2.5,4.886,0.43590047,0.05700786,-0.03140339,0.029,1.544,0.097,-0.094,470.651,8.115,-7.849,2.09647,0.0357541,-0.0357541
EPIC 212883391.01,CANDIDATE,9.668373,2458187.394,2.3,2.628,0.23445486,0.02096533,-0.01927026,0.0295,0.817,0.055,-0.048,460.478,5.627,-5.496,2.14305,0.0260283,-0.0260283
EPIC 213123443.01,CANDIDATE,0.546127,2457301.95,3.168,11.3,1.01,0.26,-0.28,0.072,1.447,0.11,-0.059,496.832,9.409,-9.072,1.98496,0.0371344,-0.0371344
EPIC 213408445.01,CANDIDATE,2.49686,2457302.009,6.816,90.0,8.0,7.9,-12.2,0.072,11.0,11.0,-17.0,8706.15,1960.25,-1408.65,0.0754144,0.0227306,-0.0227306
EPIC 213462890.01,CANDIDATE,5.84643,2457306.733,1.968,10.4,0.928,0.39,-0.62,0.136,0.698,0.287,-0.091,249.0299,,,,,
EPIC 213546283.01,CANDIDATE,9.7706,2457302.354,3.228,3.8,0.34,0.022,-0.05,0.0292,1.195,0.018,-0.012,300.655,3.341,-3.269,3.2978,0.0362875,-0.0362875
EPIC 213546283.01,CANDIDATE,9.769155,2457312.131,2.9808,3.3,0.29,0.05,-0.04,0.0277,1.1,,,300.655,3.341,-3.269,3.2978,0.0362875,-0.0362875
EPIC 213703832.01,CANDIDATE,0.515513,2457311.466,1.3104,3.4,0.3,0.14,-0.12,0.0409,0.75,,,4777.67,1017.12,-727.06,0.177946,0.0354771,-0.0354771
EPIC 213722591.01,CANDIDATE,6.7826,2457302.877,2.712,1.88,0.168,0.015,-0.038,0.0245,0.705,0.016,-0.015,280.867,1.963,-1.936,3.53171,0.0245296,-0.0245296
EPIC 213748480.01,CANDIDATE,3.12951,2457304.185,3.96,18.6,1.66,0.53,-0.86,0.086,1.99,0.36,-0.85,911.704,33.972,-31.653,1.07003,0.0391066,-0.0391066
EPIC 213817056.01,CANDIDATE,13.61242,2457311.944,3.024,3.03,0.27,0.025,-0.045,0.0351,0.793,0.06,-0.084,207.219,2.807,-2.734,4.79842,0.0640158,-0.0640158
EPIC 213840781.01,CANDIDATE,12.364531,2457323.027,2.8608,36.3,3.24,2.32,-1.72,0.4363,0.76,,,602.184,11.931,-11.483,1.63267,0.0320248,-0.0320248
EPIC 213919434.01,CANDIDATE,6.79867,2457307.753,2.76,4.4,0.39,0.13,-0.4,0.0254,1.601,0.086,-0.065,603.437,18.125,-17.115,1.63055,0.047962,-0.047962
EPIC 213919915.01,CANDIDATE,1.489154,2457302.444,1.512,1.9,0.17,0.098,-0.14,0.00724,2.4,1.4,-1.9,99.9601,1.1949,-1.1678,9.97768,0.11733,-0.11733
EPIC 213920015.01,CANDIDATE,1.489184,2457311.379,1.4592,1.0,0.09,0.01,-0.01,0.0104,0.87,,,92.4615,1.7488,-1.686,10.7935,0.199262,-0.199262
EPIC 213951550.01,FALSE POSITIVE,1.117027,2457311.23,1.7808,16.9,1.51,0.92,-0.78,0.5727,0.27,,,164.337,5.62,-5.267,6.06863,0.199668,-0.199668
EPIC 214173069.02,CANDIDATE,14.1297,2457304.803,3.528,1.4,0.12,0.011,-0.021,0.0186,0.69,0.028,-0.045,182.207,1.355,-1.336,5.45983,0.0402165,-0.0402165
EPIC 214234110.01,CANDIDATE,4.63789,2457303.879,1.0656,2.04,0.182,0.04,-0.041,0.0183,1.021,0.202,-0.05,207.966,2.576,-2.514,4.78082,0.0583933,-0.0583933
EPIC 214512594.01,CANDIDATE,1.876899,2457303.184,4.0464,13.2,1.18,0.13,-0.15,0.1564,0.774,0.089,-0.068,858.471,42.985,-39.133,1.13994,0.0551107,-0.0551107
EPIC 214611894.01,CANDIDATE,21.568409,2457325.855,4.0704,20.5,1.83,0.25,-0.19,0.1557,1.21,,,286.762,3.457,-3.378,3.45913,0.0412429,-0.0412429
EPIC 214630761.01,CANDIDATE,1.236438,2457301.935,2.4912,50.0,4.0,1.3,-1.3,0.143,3.2,0.43,-0.28,1632.44,120.69,-105.39,0.586983,0.0411967,-0.0411967
EPIC 214741009.01,CANDIDATE,7.269622,2457316.123,2.3592,32.9,2.94,2.94,-2.3,0.4156,0.73,,,2948.78,306.84,-255.0,0.311834,0.0308911,-0.0308911
EPIC 214741009.01,CANDIDATE,7.269213,2457301.586,2.6448,163.0,14.5,4.3,-5.5,0.215,6.93,0.6,-0.48,2948.78,306.84,-255.0,0.311834,0.0308911,-0.0308911
EPIC 214888033.01,CANDIDATE,7.457597,2457306.885,1.872,8.7,0.78,0.15,-0.17,0.077,1.037,0.066,-0.105,512.891,6.854,-6.679,1.92132,0.0255229,-0.0255229
EPIC 214912104.01,CANDIDATE,43.1029,2457303.745,22.896,12.2,1.09,0.11,-0.12,0.058,1.923,0.042,-0.162,1327.27,79.41,-71.05,0.727436,0.0415368,-0.0415368
EPIC 214984368.01,CANDIDATE,0.2633809,2457301.59,2.196,370.0,33.0,9.0,-23.0,0.09,37.7,6.2,-24.6,5933.99,1418.36,-987.38,0.134563,0.032379,-0.032379
EPIC 215101303.01,CANDIDATE,15.20726,2457305.632,3.6672,26.2,2.34,0.7,-0.23,0.1514,1.59,0.47,-0.11,1484.79,126.12,-108.08,0.649348,0.0515011,-0.0515011
EPIC 215101303.01,CANDIDATE,15.207101,2457320.839,3.5496,12.7,1.13,0.45,-0.45,0.1385,0.84,,,1484.79,126.12,-108.08,0.649348,0.0515011,-0.0515011
EPIC 215125108.01,CANDIDATE,0.738067,2457301.796,2.928,260.0,23.0,20.0,-12.0,0.095,25.0,18.0,-11.0,5304.36,1184.7,-837.23,0.156408,0.0335669,-0.0335669
EPIC 215171927.01,CANDIDATE,4.13556,2457301.876,2.208,1.44,0.128,0.009,-0.019,0.0173,0.761,0.021,-0.022,215.626,2.584,-2.525,4.60987,0.0545125,-0.0545125
EPIC 215171927.02,CANDIDATE,6.63107,2457306.896,2.28,1.52,0.136,0.011,-0.021,0.0184,0.761,0.021,-0.022,215.626,2.584,-2.525,4.60987,0.0545125,-0.0545125
EPIC 215175768.01,CANDIDATE,1.726115,2457302.292,3.096,5.6,0.5,0.2,-0.2,0.061,0.839,0.225,-0.096,372.764,5.112,-4.978,2.65455,0.0360254,-0.0360254
EPIC 215234145.01,CANDIDATE,1.2539936,2457302.587,2.1264,31.7,2.83,0.7,-1.04,0.306,0.948,0.054,-0.209,328.975,2.628,-2.588,3.01109,0.0239131,-0.0239131
EPIC 215353525.01,CANDIDATE,0.9085915,2457301.668,1.9176,23.1,2.06,0.59,-0.7,0.223,0.95,0.065,-0.034,664.39,16.195,-15.456,1.47752,0.0355536,-0.0355536
EPIC 215358983.01,CANDIDATE,6.421719,2457316.275,6.12,15.3,1.36,0.16,-0.12,0.1279,1.1,,,1159.18,147.17,-117.76,0.847419,0.0932088,-0.0932088
EPIC 215364084.01,CANDIDATE,2.74324,2457302.967,5.928,28.0,2.5,0.47,-1.27,0.0526,4.88,0.39,-0.27,1634.87,102.02,-90.88,0.585142,0.0350989,-0.0350989
