pl_name,disposition,pl_orbper,pl_tranmid,pl_trandur,pl_rade,pl_radj,pl_radjerr1,pl_radjerr2,pl_ratror,st_rad,st_raderr1,st_raderr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2
K2-371 b,CONFIRMED,3.114878,2457144.533,2.3592,12.5,1.12,0.04,-0.04,0.1493,0.77,,,442.813,6.909,-6.702,2.22979,0.0344416,-0.0344416
K2-371 b,CONFIRMED,3.114893076,2458493.284,2.3721346,12.11200864,1.0805629,0.01957169,-0.01957169,,0.74956,,,442.813,6.909,-6.702,2.22979,0.0344416,-0.0344416
K2-371 b,CONFIRMED,3.1149085,2457141.417,2.3376,12.03,1.073,0.145,-0.03,0.1536,0.718,0.097,-0.015,442.813,6.909,-6.702,2.22979,0.0344416,-0.0344416
K2-372 b,CONFIRMED,9.84413,2457146.329,3.696,3.23,0.288,0.016,-0.034,0.0315,0.9395,0.0079,-0.0114,463.88,5.478,-5.354,2.12698,0.0249798,-0.0249798
K2-372 b,CONFIRMED,9.844017,2457146.329,3.6288,3.0,0.27,0.04,-0.02,0.0305,0.91,,,463.88,5.478,-5.354,2.12698,0.0249798,-0.0249798
K2-373 b,CONFIRMED,11.0213,2457150.292,4.32,2.25,0.201,0.024,-0.028,0.01371,1.507,0.162,-0.072,229.567,2.114,-2.076,4.32756,0.0394479,-0.0394479
K2-374 b,CONFIRMED,4.521953,2458099.687,3.0,1.593,0.14211819,0.00544206,-0.00517442,0.0161,0.907,0.018,-0.017,359.439,5.293,-5.144,2.75372,0.0400823,-0.0400823
K2-374 c,CONFIRMED,16.43445,2458109.238,3.6,2.213,0.19743098,0.00811849,-0.00767242,0.0223,0.907,0.018,-0.017,359.439,5.293,-5.144,2.75372,0.0400823,-0.0400823
K2-375 b,CONFIRMED,14.4584,2457147.334,6.792,2.84,0.253,0.015,-0.033,0.01676,1.551,0.022,-0.022,696.1,22.17,-20.865,1.40791,0.0440671,-0.0440671
K2-376 b,CONFIRMED,5.776475,2458096.743,2.1,1.736,0.15487581,0.01115177,-0.01061649,0.0138,1.149,0.067,-0.062,161.61,1.332,-1.31,6.15937,0.0502091,-0.0502091
K2-377 b,CONFIRMED,12.83306,2457230.142,3.408,1.82,0.162,0.015,-0.034,0.0256,0.649,0.022,-0.04,195.149,1.425,-1.406,5.09575,0.036884,-0.036884
K2-378 b,CONFIRMED,2.060368,2457217.85,1.4904,3.16,0.282,0.019,-0.029,0.0398,0.727,0.031,-0.041,687.973,19.924,-18.851,1.42567,0.0406258,-0.0406258
K2-379 b,CONFIRMED,8.7783,2457303.905,2.904,2.27,0.203,0.028,-0.054,0.0301,0.69,0.028,-0.045,182.207,1.355,-1.336,5.45983,0.0402165,-0.0402165
K2-38 b,CONFIRMED,4.01663,2456896.869,3.192,1.96,0.175,0.017,-0.055,0.0145,1.241,0.038,-0.06,192.69,2.669,-2.597,5.16248,0.0703693,-0.0703693
K2-38 b,CONFIRMED,4.01593,2456896.879,2.861,1.55,0.13828174,0.01427424,-0.01427424,0.01281,1.1,0.09,-0.09,192.69,2.669,-2.597,5.16248,0.0703693,-0.0703693
K2-38 b,CONFIRMED,4.01628,2456896.875,2.74,1.64,0.146311,0.01695066,-0.01695066,0.01329,1.12,0.1,-0.1,192.69,2.669,-2.597,5.16248,0.0703693,-0.0703693
K2-38 c,CONFIRMED,10.56103,2456900.475,2.533,2.42,0.21589794,0.02587207,-0.02587207,0.02004,1.1,0.09,-0.09,192.69,2.669,-2.597,5.16248,0.0703693,-0.0703693
K2-38 c,CONFIRMED,10.56131,2456900.476,2.64,2.83,0.252,0.023,-0.068,0.0209,1.241,0.038,-0.06,192.69,2.669,-2.597,5.16248,0.0703693,-0.0703693
K2-38 c,CONFIRMED,10.56098,2456900.475,2.38,2.41,0.2150058,0.02408779,-0.02408779,0.0195,1.12,0.1,-0.1,192.69,2.669,-2.597,5.16248,0.0703693,-0.0703693
K2-380 b,CONFIRMED,9.40172,2457302.934,2.112,1.96,0.175,0.026,-0.037,0.016,1.13,0.15,-0.19,249.303,2.941,-2.875,3.9832,0.0464228,-0.0464228
K2-381 b,CONFIRMED,7.9388,2457304.845,1.464,0.94,0.084,0.012,-0.021,0.0139,0.616,0.049,-0.038,145.701,1.082,-1.067,6.83508,0.0502397,-0.0502397
K2-381 c,CONFIRMED,16.038474,2457320.325,3.0696,2.0,0.18,0.04,-0.03,0.026,0.7,,,145.701,1.082,-1.067,6.83508,0.0502397,-0.0502397
K2-381 c,CONFIRMED,16.0343,2457304.292,3.144,2.05,0.183,0.029,-0.043,0.0306,0.616,0.049,-0.038,145.701,1.082,-1.067,6.83508,0.0502397,-0.0502397
K2-381 d,CONFIRMED,26.8054,2457307.913,2.928,1.48,0.132,0.013,-0.017,0.0221,0.616,0.049,-0.038,145.701,1.082,-1.067,6.83508,0.0502397,-0.0502397
K2-382 b,CONFIRMED,21.7,2457314.365,4.104,2.38,0.212,0.022,-0.04,0.0268,0.811,0.062,-0.073,278.412,3.995,-3.886,3.56412,0.0504397,-0.0504397
K2-383 b,CONFIRMED,1.866025,2457302.091,1.9632,1.75,0.156,0.014,-0.029,0.0183,0.878,0.049,-0.06,203.788,2.404,-2.349,4.87931,0.0567803,-0.0567803
K2-384 c,CONFIRMED,4.19525,2457394.411,1.272,1.05,0.0937,0.021,-0.031,0.0373,0.257,0.049,-0.032,82.6603,0.7023,-0.6908,12.0702,0.101171,-0.101171
K2-384 d,CONFIRMED,6.6791,2457392.429,1.512,1.1,0.098,0.021,-0.02,0.0393,0.257,0.049,-0.032,82.6603,0.7023,-0.6908,12.0702,0.101171,-0.101171
K2-384 e,CONFIRMED,9.71601,2457398.96,1.992,1.14,0.102,0.021,-0.017,0.0406,0.257,0.049,-0.032,82.6603,0.7023,-0.6908,12.0702,0.101171,-0.101171
K2-384 f,CONFIRMED,13.62757,2457392.599,2.16,1.78,0.159,0.032,-0.03,0.0636,0.257,0.049,-0.032,82.6603,0.7023,-0.6908,12.0702,0.101171,-0.101171
K2-385 b,CONFIRMED,2.38098,2457393.452,1.92,1.72,0.153,0.015,-0.028,0.0215,0.734,0.039,-0.016,420.819,7.102,-6.873,2.34786,0.0391553,-0.0391553
K2-386 b,CONFIRMED,7.47331,2457395.906,3.5568,2.74,0.244,0.012,-0.024,0.02479,1.012,0.032,-0.031,428.785,8.18,-7.885,2.30381,0.0433528,-0.0433528
K2-387 b,CONFIRMED,28.7342,2457401.979,3.288,8.22,0.733,0.117,-0.05,0.1134,0.664,0.098,-0.02,266.318,3.722,-3.722,3.72681,0.0520753,-0.0520753
K2-387 b,CONFIRMED,28.735998,2457401.978,2.9904,4.0,0.36,0.14,-0.14,0.1049,0.35,,,266.318,3.722,-3.722,3.72681,0.0520753,-0.0520753
K2-388 b,CONFIRMED,6.339069,2457741.794,3.2,3.66,0.32652389,0.02944068,-0.02043005,0.0374,0.897,0.058,-0.053,290.495,4.305,-4.184,3.41439,0.0499091,-0.0499091
K2-388 b,CONFIRMED,6.3392677,2460226.787,3.02,3.91968,0.34969103,0.02252274,-0.02252274,,0.93,0.05,-0.05,290.495,4.305,-4.184,3.41439,0.0499091,-0.0499091
K2-389 b,CONFIRMED,8.583566,2457742.784,3.1,2.118,0.18895563,0.01409584,-0.01302527,0.0179,1.084,0.067,-0.061,259.208,2.95,-2.885,3.82959,0.0430933,-0.0430933
K2-389 c,CONFIRMED,20.851337,2457747.101,5.2,2.04,0.18199692,0.01347134,-0.01231156,0.0172,1.084,0.067,-0.061,259.208,2.95,-2.885,3.82959,0.0430933,-0.0430933
K2-39 b,CONFIRMED,4.6049829,2456980.828,8.79,1.67,0.14898742,,,0.01872,0.74,,,307.47,4.656,-4.656,3.2244,0.0488659,-0.0488659
K2-39 b,CONFIRMED,4.60497,2456985.432,0.0,7.09,0.63252743,0.0,0.0,0.0252,2.59,0.21,-0.21,307.47,4.656,-4.656,3.2244,0.0488659,-0.0488659
K2-390 b,CONFIRMED,3.312792,2457739.903,2.5,4.662,0.4159165,0.02792404,-0.03060046,0.0442,0.966,0.059,-0.056,456.122,5.675,-5.54,2.16371,0.0267492,-0.0267492
K2-390 b,CONFIRMED,3.3129214,2460231.218,2.097,4.28877,0.38261909,0.0220392,-0.0220392,,0.98,0.05,-0.05,456.122,5.675,-5.54,2.16371,0.0267492,-0.0267492
K2-391 b,CONFIRMED,4.622654,2457741.516,2.7,1.371,0.12231264,0.02533683,-0.01677227,0.0222,0.566,0.112,-0.076,507.94,16.546,-15.55,1.94134,0.0616895,-0.0616895
K2-392 b,CONFIRMED,15.398723,2457739.674,3.5,1.85,0.16504623,0.01436348,-0.01373898,0.016,1.058,0.07,-0.065,406.985,10.589,-10.074,2.42975,0.0618705,-0.0618705
K2-394 b,CONFIRMED,5.0957983,2460250.886,1.772,1.92318,0.17157492,0.01577485,-0.01577485,,0.7,0.06,-0.06,98.0152,0.4794,-0.4748,10.1739,0.0492898,-0.0492898
K2-395 b,CONFIRMED,4.803352,2457825.009,2.5,2.597,0.23168922,0.01712912,-0.01588012,0.0304,0.783,0.054,-0.051,286.727,3.103,-3.038,3.45921,0.0370665,-0.0370665
K2-395 c,CONFIRMED,8.491282,2457823.579,2.3,3.395,0.30288213,0.02497997,-0.02292804,0.0397,0.783,0.054,-0.051,286.727,3.103,-3.038,3.45921,0.0370665,-0.0370665
K2-396 b,CONFIRMED,0.673862,2457820.964,1.6,1.579,0.14086919,0.01017042,-0.00918906,0.0157,0.92,0.062,-0.057,274.864,2.884,-2.825,3.60976,0.0374917,-0.0374917
K2-397 b,CONFIRMED,3.572326,2457823.575,1.3,2.417,0.21563067,0.01668305,-0.01632619,0.0229,0.966,0.06,-0.057,199.354,1.598,-1.574,4.98777,0.0395998,-0.0395998
K2-398 b,CONFIRMED,6.393025,2457909.045,3.7,2.274,0.20287304,0.0100812,-0.00990277,0.0168,1.239,0.032,-0.03,606.992,13.07,-12.539,1.61879,0.0344879,-0.0344879
K2-398 c,CONFIRMED,18.787839,2457911.685,4.7,5.098,0.45481388,0.01373898,-0.01302527,0.0377,1.239,0.032,-0.03,606.992,13.07,-12.539,1.61879,0.0344879,-0.0344879
K2-399 b,REFUTED,0.760019018,2459525.795,0.638738,7.29025894,0.65039446,0.48809683,-0.48809683,,1.65999,0.100274,-0.100274,515.491,12.347,-11.793,1.91158,0.0450671,-0.0450671
K2-399 b,REFUTED,0.759978,2457906.219,1.1,6.049,0.53965656,0.09340724,-0.04291202,0.0359,1.541,0.048,-0.047,515.491,12.347,-11.793,1.91158,0.0450671,-0.0450671
K2-4 b,CONFIRMED,10.0044,2456815.517,2.87,1.69,0.1507717,0.02676421,-0.02676421,0.0349,0.435,0.06,-0.06,231.828,2.129,-2.091,4.28506,0.038965,-0.038965
K2-4 b,CONFIRMED,10.0051,2456815.516,2.9232,2.29,0.204,0.032,-0.025,0.0368,0.572,0.085,-0.05,231.828,2.129,-2.091,4.28506,0.038965,-0.038965
K2-4 b,CONFIRMED,10.00361,2456815.524,2.88,2.57,0.22928004,,,0.03485,0.62,,,231.828,2.129,-2.091,4.28506,0.038965,-0.038965
K2-400 b,CONFIRMED,3.865053,2457908.623,1.6,1.163,0.10375609,0.00454992,-0.00437149,0.0279,0.382,0.012,-0.012,62.3804,0.2344,-0.2327,16.0021,0.0595686,-0.0595686
K2-401 b,CONFIRMED,6.293099,2457906.953,1.9,2.262,0.20180247,0.01864576,-0.01712912,0.0306,0.675,0.051,-0.046,200.727,1.54,-1.517,4.9533,0.0376498,-0.0376498
K2-402 b,CONFIRMED,17.27474,2457920.429,5.2,2.678,0.23891557,0.01900262,-0.01739676,0.0192,1.28,0.089,-0.082,523.055,17.949,-16.816,1.88423,0.0630194,-0.0630194
K2-403 b,CONFIRMED,33.589979,2457908.961,4.9,5.333,0.47577921,0.03184946,-0.03452589,0.0551,0.886,0.056,-0.052,246.599,2.561,-2.509,4.02673,0.0413669,-0.0413669
K2-403 b,CONFIRMED,33.5920255,2459521.374,6.385,9.88421,0.88181167,0.08696259,-0.08696259,,0.91,0.05,-0.05,246.599,2.561,-2.509,4.02673,0.0413669,-0.0413669
K2-404 b,CONFIRMED,13.115365,2457917.837,2.7,2.53,0.22571187,0.00749399,-0.00740478,0.042,0.552,0.016,-0.016,121.63,0.5795,-0.5795,8.193,0.0388775,-0.0388775
K2-405 b,CONFIRMED,3.435453,2457908.996,2.3,3.806,0.33954916,0.02551525,-0.02248197,0.0456,0.765,0.054,-0.05,197.234,2.081,-2.038,5.04191,0.052537,-0.052537
K2-405 b,CONFIRMED,3.4355113,2459578.654,2.11,4.18368,0.37324357,0.0251691,-0.0251691,,0.8,0.05,-0.05,197.234,2.081,-2.038,5.04191,0.052537,-0.052537
K2-406 b,CONFIRMED,22.549406,2458010.39,4.8,4.602,0.41056365,0.02774561,-0.02605054,0.0439,0.961,0.058,-0.054,85.3751,0.6239,-0.6151,11.6852,0.0843558,-0.0843558
K2-407 b,CONFIRMED,4.941907,2457993.51,2.9,1.283,0.11446179,0.00865378,-0.00794006,0.0127,0.927,0.058,-0.052,218.376,1.676,-1.651,4.55074,0.0346153,-0.0346153
K2-407 c,CONFIRMED,9.22453,2457997.654,3.7,1.36,0.12133128,0.00856456,-0.00785085,0.0134,0.927,0.058,-0.052,218.376,1.676,-1.651,4.55074,0.0346153,-0.0346153
K2-408 b,CONFIRMED,20.978959,2457991.536,4.4,1.677,0.14961218,0.01052727,-0.00972435,0.0196,0.784,0.051,-0.047,162.306,1.351,-1.329,6.13296,0.0504878,-0.0504878
K2-409 b,CONFIRMED,1.908084,2457990.284,2.5,2.482,0.22142959,0.01552327,-0.01409584,0.0185,1.228,0.077,-0.072,431.031,8.048,-7.764,2.2923,0.0422129,-0.0422129
K2-415 b,CONFIRMED,4.017980538,2459502.343,1.1195616,1.1017624,0.09829283,0.02985866,-0.02985866,,0.194357,0.005889,-0.005889,21.8182,0.0307,-0.0307,45.8044,0.0639886,-0.0639886
K2-416 b,CONFIRMED,13.102,2458371.838,2.77,2.66,0.23730971,0.01695069,-0.01248998,0.044,0.554,0.017,-0.017,120.311,0.605,-0.599,8.28313,0.0412854,-0.0412854
K2-417 b,CONFIRMED,6.535,2458373.032,2.07,3.31,0.29529893,0.01248998,-0.0107057,0.0525,0.5776,0.004,-0.004,94.0424,0.3023,-0.3003,10.6047,0.0338112,-0.0338112
K2-419 A b,CONFIRMED,20.35847252,2459553.714,3.574,10.55,0.941,0.034,-0.034,0.1805,0.541,0.017,-0.017,268.685,3.6615,-3.6615,3.69372,0.0503318,-0.0503318
K2-419 A b,CONFIRMED,20.35507391,2459553.714,3.5018936,10.50799334,0.93746199,0.05862908,-0.05862908,,0.539092,0.016876,-0.016876,268.685,3.6615,-3.6615,3.69372,0.0503318,-0.0503318
K2-419 A b,CONFIRMED,20.358748,2457151.413,3.5904,10.0,0.89,0.36,-0.36,0.173,0.53,,,268.685,3.6615,-3.6615,3.69372,0.0503318,-0.0503318
K2-419 A b,CONFIRMED,20.35919,2457151.412,3.6504,11.3,1.01,0.31,-0.11,0.1887,0.55,0.17,-0.041,268.685,3.6615,-3.6615,3.69372,0.0503318,-0.0503318
K2-42 b,CONFIRMED,6.68796,2456814.676,3.04,2.15,0.19181015,0.02141137,-0.02141137,0.0304,0.643,0.039,-0.039,396.913,7.94,-7.64,2.49154,0.049059,-0.049059
K2-42 b,CONFIRMED,6.6874352,2456814.676,3.1,2.79,0.24890713,,,0.03239,0.69,,,396.913,7.94,-7.64,2.49154,0.049059,-0.049059
K2-42 b,CONFIRMED,6.68851,2456814.675,3.24,2.25,0.201,0.024,-0.042,0.0313,0.658,0.062,-0.098,396.913,7.94,-7.64,2.49154,0.049059,-0.049059
K2-43 b,CONFIRMED,3.47114,2456809.885,1.97,4.13,0.36845392,0.02765635,-0.02765635,0.066,0.57,0.03,-0.03,182.536,1.9095,-1.9095,5.4503,0.0568664,-0.0568664
K2-43 b,CONFIRMED,3.471280262,2459281.404,2.4382015,4.2314265,0.37750324,0.03140737,-0.03140737,,0.563,0.017267,-0.017267,182.536,1.9095,-1.9095,5.4503,0.0568664,-0.0568664
K2-43 b,CONFIRMED,3.471136,2456813.356,2.0448,5.16,0.46,0.044,-0.044,0.0775,0.61,0.051,-0.029,182.536,1.9095,-1.9095,5.4503,0.0568664,-0.0568664
K2-43 b,CONFIRMED,3.471285,2456813.353,2.14,4.37,0.38986529,,,0.07773,0.5,,,182.536,1.9095,-1.9095,5.4503,0.0568664,-0.0568664
K2-43 c,CONFIRMED,2.19945,2456810.394,1.44,2.6,0.23,0.03,-0.068,0.0391,0.61,0.051,-0.029,182.536,1.9095,-1.9095,5.4503,0.0568664,-0.0568664
K2-44 b,CONFIRMED,5.656256,2456811.72,4.28,2.08,0.18556517,,,0.01714,1.03,,,476.703,10.202,-9.791,2.06958,0.0436449,-0.0436449
K2-44 b,CONFIRMED,5.65621,2456811.722,4.296,3.13,0.279,0.012,-0.03,0.01775,1.617,0.028,-0.03,476.703,10.202,-9.791,2.06958,0.0436449,-0.0436449
K2-44 b,CONFIRMED,5.65688,2456811.718,4.36,2.72,0.24266215,0.02854849,-0.02854849,0.0156,1.58,0.15,-0.15,476.703,10.202,-9.791,2.06958,0.0436449,-0.0436449
K2-45 b,CONFIRMED,1.729268124,2459526.192,1.8278099,12.6001269,1.12410996,0.05118358,-0.05118358,,0.766495,,,495.317,10.777,-10.335,1.99067,0.042692,-0.042692
K2-45 b,CONFIRMED,1.7292577,2456811.256,1.7736,11.4,1.02,0.35,-0.11,0.1431,0.729,0.249,-0.076,495.317,10.777,-10.335,1.99067,0.042692,-0.042692
K2-45 b,CONFIRMED,1.7292684,2456809.526,1.689,6.71,0.5986261,0.0,0.0,0.1376,0.445,0.066,-0.066,495.317,10.777,-10.335,1.99067,0.042692,-0.042692
K2-45 b,CONFIRMED,1.7292591,2456811.255,1.73,11.0,0.98135427,,,0.1388,0.66,,,495.317,10.777,-10.335,1.99067,0.042692,-0.042692
K2-46 b,CONFIRMED,19.1541,2456815.335,6.73,2.05,0.18288875,0.02141137,-0.02141137,0.0145,1.29,0.12,-0.12,449.237,10.663,-10.188,2.19812,0.051249,-0.051249
K2-46 b,CONFIRMED,19.153765,2456815.337,6.79,2.65,0.23641716,,,0.01692,1.32,,,449.237,10.663,-10.188,2.19812,0.051249,-0.051249
K2-46 b,CONFIRMED,19.153,2456815.34,7.008,2.4,0.21,0.03,-0.047,0.01764,1.25,0.16,-0.23,449.237,10.663,-10.188,2.19812,0.051249,-0.051249
K2-47 b,CONFIRMED,31.6372,2456825.703,4.0,1.89,0.16861451,0.02319565,-0.02319565,0.0229,0.76,0.03,-0.03,349.881,5.2745,-5.2745,2.82984,0.0427569,-0.0427569
K2-47 b,CONFIRMED,31.6551,2456825.689,4.632,2.48,0.221,0.019,-0.046,0.0293,0.774,0.008,-0.0104,349.881,5.2745,-5.2745,2.82984,0.0427569,-0.0427569
K2-47 b,CONFIRMED,31.646306,2456825.694,4.93,2.53,0.22571148,,,0.02791,0.73,,,349.881,5.2745,-5.2745,2.82984,0.0427569,-0.0427569
K2-48 b,CONFIRMED,20.5065,2456817.486,3.01,2.24,0.19983941,0.02141137,-0.02141137,0.028,0.73,0.02,-0.02,313.764,2.856,-2.856,3.15843,0.0287915,-0.0287915
K2-48 b,CONFIRMED,20.5107,2456817.477,3.384,2.23,0.199,0.021,-0.048,0.0309,0.662,0.035,-0.051,313.764,2.856,-2.856,3.15843,0.0287915,-0.0287915
K2-48 b,CONFIRMED,20.507693,2456817.482,3.57,2.78,0.24801499,,,0.03444,0.72,,,313.764,2.856,-2.856,3.15843,0.0287915,-0.0287915
K2-49 b,CONFIRMED,2.7706297,2456812.793,2.39,3.36,0.29975912,,,0.04378,0.67,,,457.125,10.223,-9.793,2.15954,0.0475172,-0.0475172
K2-49 b,CONFIRMED,2.770522,2456812.794,2.3472,3.19,0.285,0.028,-0.046,0.042,0.696,0.049,-0.03,457.125,10.223,-9.793,2.15954,0.0475172,-0.0475172
K2-49 b,CONFIRMED,2.77065,2456810.02,2.307,1.93,0.17218307,0.04728343,-0.04728343,0.0383,0.45,0.12,-0.12,457.125,10.223,-9.793,2.15954,0.0475172,-0.0475172
K2-5 b,CONFIRMED,5.73597,2456808.86,2.35,1.5,0.13382104,0.01516638,-0.01516638,0.0297,0.462,0.038,-0.038,202.943,1.665,-1.639,4.89899,0.0398059,-0.0398059
K2-5 b,CONFIRMED,5.73594,2456808.86,2.654,1.91,0.17039879,0.03925417,-0.03925417,0.03031,0.57,0.12,-0.12,202.943,1.665,-1.639,4.89899,0.0398059,-0.0398059
K2-5 b,CONFIRMED,5.7348462,2456814.601,2.83,2.4,0.21411366,,,0.03962,0.62,,,202.943,1.665,-1.639,4.89899,0.0398059,-0.0398059
K2-5 b,CONFIRMED,5.73649,2456814.592,3.288,4.2,0.37,0.12,-0.21,0.073,0.532,0.041,-0.048,202.943,1.665,-1.639,4.89899,0.0398059,-0.0398059
K2-5 c,CONFIRMED,10.93459,2456814.592,2.736,2.02,0.18,0.021,-0.044,0.0348,0.532,0.041,-0.048,202.943,1.665,-1.639,4.89899,0.0398059,-0.0398059
K2-5 c,CONFIRMED,10.93241,2456814.601,3.498,2.26,0.2016237,0.0553127,-0.0553127,0.03601,0.57,0.12,-0.12,202.943,1.665,-1.639,4.89899,0.0398059,-0.0398059
K2-5 c,CONFIRMED,10.9324,2456814.601,2.84,1.64,0.146311,0.0178428,-0.0178428,0.0324,0.462,0.038,-0.038,202.943,1.665,-1.639,4.89899,0.0398059,-0.0398059
K2-50 b,CONFIRMED,8.75198,2456819.086,3.0,2.29,0.204,0.021,-0.057,0.0331,0.634,0.039,-0.045,257.443,3.239,-3.239,3.85616,0.0484959,-0.0484959
K2-50 b,CONFIRMED,8.7529874,2456810.333,2.91,2.46,0.2194665,,,0.03199,0.65,,,257.443,3.239,-3.239,3.85616,0.0484959,-0.0484959
K2-50 b,CONFIRMED,8.7529,2456810.331,2.68,1.59,0.1418503,0.02141137,-0.02141137,0.0264,0.546,0.05,-0.05,257.443,3.239,-3.239,3.85616,0.0484959,-0.0484959
K2-51 b,REFUTED,13.0106,2456905.753,5.1504,12.9,1.15,0.15,-0.15,0.0853,,,,367.6,6.248,-6.045,2.6927,0.0451253,-0.0451253
K2-51 b,REFUTED,13.00819,2456905.758,5.3952,20.1,1.79,0.19,-0.15,0.1047,1.76,0.17,-0.1,367.6,6.248,-6.045,2.6927,0.0451253,-0.0451253
K2-51 b,REFUTED,13.008278,2456905.757,5.52,8.68,0.77437773,,,0.1015,0.71,,,367.6,6.248,-6.045,2.6927,0.0451253,-0.0451253
K2-52 b,CONFIRMED,3.53482,2456896.028,5.325,11.1,0.99027567,0.3479347,-0.3479347,0.0681,1.49,0.52,-0.52,1038.41,71.37,-62.873,0.939381,0.0604538,-0.0604538
K2-52 b,CONFIRMED,3.535055,2456896.026,5.328,18.0,1.60585244,0.19627085,-0.19627085,0.075,2.192,0.28,-0.232,1038.41,71.37,-62.873,0.939381,0.0604538,-0.0604538
K2-52 b,CONFIRMED,3.535155,2456896.025,5.4312,16.6,1.48,0.34,-0.17,0.0732,2.07,0.47,-0.23,1038.41,71.37,-62.873,0.939381,0.0604538,-0.0604538
K2-52 b,CONFIRMED,3.5353975,2456896.023,5.74,1.98,0.17664377,,,0.07463,0.23,,,1038.41,71.37,-62.873,0.939381,0.0604538,-0.0604538
K2-53 b,CONFIRMED,12.20773,2456896.385,3.6264,2.34,0.209,0.024,-0.031,0.0301,0.713,0.076,-0.079,138.018,1.14,-1.121,7.21733,0.0588802,-0.0588802
K2-53 b,CONFIRMED,12.207632,2456896.385,3.64,2.47,0.22035864,,,0.0283,0.72,,,138.018,1.14,-1.121,7.21733,0.0588802,-0.0588802
K2-53 b,CONFIRMED,12.20772,2456896.386,3.48,2.6,0.23195646,0.0089214,-0.0089214,0.03,0.807,0.016,-0.015,138.018,1.14,-1.121,7.21733,0.0588802,-0.0588802
K2-53 b,CONFIRMED,12.2054,2456896.391,3.64,2.5,0.22303506,0.02319565,-0.02319565,0.0267,0.85,0.05,-0.05,138.018,1.14,-1.121,7.21733,0.0588802,-0.0588802
K2-54 b,CONFIRMED,9.7833,2457012.288,2.7888,2.6116925,0.233,0.019,-0.017,0.0373,0.643,0.031,-0.031,174.955,1.0145,-1.0145,5.68706,0.0329001,-0.0329001
K2-54 b,CONFIRMED,9.7843,2456982.936,2.76,1.15,0.10259613,0.01695066,-0.01695066,0.0272,0.384,0.052,-0.052,174.955,1.0145,-1.0145,5.68706,0.0329001,-0.0329001
K2-55 b,CONFIRMED,2.849282,2459470.846,1.907,4.75272,0.42401001,0.04011516,-0.04011516,,0.74,0.07,-0.07,159.522,0.73,-0.725,6.23997,0.0283716,-0.0283716
K2-55 b,CONFIRMED,2.849302,2456977.724,2.0616,4.07,0.363,0.03,-0.037,0.0563,0.662,0.044,-0.042,159.522,0.73,-0.725,6.23997,0.0283716,-0.0283716
K2-55 b,CONFIRMED,2.8492818,2456980.574,2.07,4.43,0.39521813,,,0.05814,0.65,,,159.522,0.73,-0.725,6.23997,0.0283716,-0.0283716
K2-55 b,CONFIRMED,2.849258,2456983.423,2.006,3.82,0.34079757,0.02854849,-0.02854849,0.0552,0.63,0.05,-0.05,159.522,0.73,-0.725,6.23997,0.0283716,-0.0283716
K2-57 b,CONFIRMED,9.0073,2457011.357,2.58,2.30905002,0.206,0.015,-0.012,0.0315,0.671,0.023,-0.022,264.213,2.06,-2.029,3.75615,0.0290665,-0.0290665
K2-57 b,CONFIRMED,9.007156,2456984.335,2.54,2.53,0.22571148,,,0.03054,0.68,,,264.213,2.06,-2.029,3.75615,0.0290665,-0.0290665
K2-57 b,CONFIRMED,9.0063,2456984.336,2.29,2.1,0.18734945,0.02230351,-0.02230351,0.0308,0.621,0.049,-0.049,264.213,2.06,-2.029,3.75615,0.0290665,-0.0290665
K2-57 b,CONFIRMED,9.0074,2456984.334,2.424,2.18,0.194,0.02,-0.045,0.0334,0.599,0.034,-0.043,264.213,2.06,-2.029,3.75615,0.0290665,-0.0290665
K2-58 b,CONFIRMED,7.0525273,2456979.923,1.96,2.62,0.23374074,,,0.02945,0.76,,,181.746,1.435,-1.413,5.47374,0.042784,-0.042784
K2-58 b,CONFIRMED,7.05254,2456986.976,1.899,2.68,0.23909359,0.03300919,-0.03300919,0.028,0.86,0.1,-0.1,181.746,1.435,-1.413,5.47374,0.042784,-0.042784
K2-58 b,CONFIRMED,7.05235,2456979.924,2.0472,2.72,0.243,0.02,-0.039,0.0298,0.837,0.033,-0.019,181.746,1.435,-1.413,5.47374,0.042784,-0.042784
K2-58 c,CONFIRMED,2.53726,2456982.12,1.996,1.62,0.14452672,0.02051923,-0.02051923,0.0169,0.86,0.1,-0.1,181.746,1.435,-1.413,5.47374,0.042784,-0.042784
K2-58 c,CONFIRMED,2.5370422,2456979.587,2.09,1.64,0.146311,,,0.01776,0.76,,,181.746,1.435,-1.413,5.47374,0.042784,-0.042784
K2-58 c,CONFIRMED,2.53712,2456979.585,2.16,1.71,0.153,0.015,-0.034,0.0188,0.837,0.033,-0.019,181.746,1.435,-1.413,5.47374,0.042784,-0.042784
K2-58 d,CONFIRMED,22.881145,2456998.068,3.23,1.78,0.15880096,,,0.02049,0.76,,,181.746,1.435,-1.413,5.47374,0.042784,-0.042784
K2-58 d,CONFIRMED,22.882,2456998.069,3.12,1.84,0.164,0.011,-0.019,0.0201,0.837,0.033,-0.019,181.746,1.435,-1.413,5.47374,0.042784,-0.042784
K2-58 d,CONFIRMED,22.8827,2456998.07,3.2,1.71,0.15255598,0.02230351,-0.02230351,0.018,0.86,0.1,-0.1,181.746,1.435,-1.413,5.47374,0.042784,-0.042784
