toi,tfopwg_disp,st_pmra,st_pmraerr1,st_pmraerr2,st_pmdec,st_pmdecerr1,st_pmdecerr2,pl_tranmid,pl_orbper,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_rade,pl_insol,pl_eqt,st_tmag,st_tmagerr1,st_tmagerr2,st_dist,st_disterr1,st_disterr2,st_teff,st_tefferr1,st_tefferr2,st_logg,st_rad
5161.01,PC,-3.152,0.068,-0.068,-14.097,0.065,-0.065,2459577.649,5.7519475,2.428,0.215,-0.215,1200.0,0.662236,-0.662236,2.96374,37.7733,690.0,12.1875,0.006,-0.006,157.656,1.3555,-1.3555,4181.8,127.7,-127.7,4.4,0.84
5162.01,KP,9.738,0.068,-0.068,-34.554,0.034,-0.034,2459504.355,8.5623289,3.0961685,0.4399975,-0.4399975,4321.46949,349.6607,-349.6607,6.9223911,133.8066806,867.4395087,13.2027,0.007,-0.007,564.454,13.7,-13.7,5545.3,88.6,-88.6,4.41,1.0230401
5163.01,KP,-38.804,0.067,-0.067,-4.082,0.053,-0.053,2459674.578,15.4658691,3.16,0.279,-0.279,2380.0,1.15527,-1.15527,5.07911,33.0649,668.0,11.6271,0.007,-0.007,268.515,3.679,-3.679,5480.8,106.3,-106.3,4.41,1.02
5164.01,KP,6.963,0.065,-0.065,-4.878,0.04,-0.04,2460256.367,8.2669589,3.328,0.529,-0.529,1316.0,58.6805,-58.6805,3.44807,140.125,958.0,11.2089,0.006,-0.006,197.989,1.5425,-1.5425,5411.1,139.0,-139.0,4.49,0.92
5165.01,PC,-63.855,0.047,-0.047,4.976,0.05,-0.05,2459546.601,3.577501,1.662,0.276,-0.276,1300.0,1.53004,-1.53004,3.3001,95.4633,870.0,12.5389,0.007,-0.007,245.302,2.09,-2.09,4642.1,107.9,-107.9,4.43,0.87
5166.01,PC,-77.045,0.084,-0.084,-79.201,0.068,-0.068,2459576.33,1.7726881,1.409,0.348,-0.348,390.0,2.53953,-2.53953,1.7148,482.108,1305.0,10.0063,0.006,-0.006,112.335,0.621,-0.621,5502.0,135.3,-135.3,4.53,0.89
5167.01,PC,0.159,0.048,-0.048,-3.108,0.033,-0.033,2460282.323,4.8740385,4.125,0.157,-0.157,6410.0,0.316859,-0.316859,14.3194,819.404,1490.0,13.3935,0.009,-0.009,1425.02,59.235,-59.235,6504.4,32.5,-32.5,4.05,1.8
5168.01,KP,3.434,0.066,-0.066,-26.977,0.057,-0.057,2459528.162,6.7713411,2.836,0.368,-0.368,2930.0,1.28903,-1.28903,5.07965,144.17,965.0,11.9186,0.006,-0.006,249.645,2.465,-2.465,5231.0,137.3,-137.3,4.49,0.89
5169.01,PC,-41.684,0.077,-0.077,-48.011,0.069,-0.069,2460269.548,8.0387972,1.487,0.487,-0.487,738.0,64.944,-64.944,2.25604,42.1222,709.0,8.1644,0.006,-0.006,36.2194,0.07735,-0.07735,5002.0,120.069,-120.069,4.56836,0.78
517.01,FP,-5.8,0.03,-0.03,11.426,0.032,-0.032,2458412.729,9.8850244,2.4234353,0.1411991,-0.1411991,9891.368176,513.5525,-513.5525,11.9173601,66.4246834,728.1185957,13.2361,0.006,-0.006,416.217,2.6445,-2.6445,5522.0,180.0,-180.0,4.39493,0.819196
5170.01,KP,-5.996,0.076,-0.076,-10.886,0.059,-0.059,2459558.616,14.7565015,4.9375033,0.3731993,-0.3731993,2238.483004,136.26735,-136.26735,5.7395617,102.1266495,810.7827881,11.5559,0.007,-0.007,343.99,5.1565,-5.1565,5790.7,105.0,-105.0,4.3,1.20174
5171.01,PC,-8.077,1.787,-1.787,-10.82,1.287,-1.287,2459559.1,15.7815791,3.9993972,0.3002593,-0.3002593,12007.79926,752.6389,-752.6389,11.7676797,65.8903912,726.6499887,13.4003,0.006,-0.006,696.695,,,5780.0,,,4.438,1.0
5172.01,PC,12.446,0.104,-0.104,-37.564,0.089,-0.089,2459552.171,4.7218077,2.7238343,0.3042274,-0.3042274,1410.453937,125.243416,-125.243416,3.124138,80.1967213,763.2360985,10.648,0.006,-0.006,84.1815,0.38335,-0.38335,4570.0,118.117,-118.117,4.59581,0.707615
5173.01,KP,-18.592,0.079,-0.079,-14.043,0.046,-0.046,2459552.707,4.0035773,2.0958153,0.2947518,-0.2947518,14273.85131,1139.4954,-1139.4954,12.9627879,365.8185403,1115.414222,14.1768,0.008,-0.008,876.565,27.908,-27.908,5318.0,122.0,-122.0,4.33106,1.08492
5174.01,CP,6.788,0.085,-0.085,-70.792,0.054,-0.054,2459527.297,12.2193392,4.8876935,0.2760881,-0.2760881,1670.131063,73.94849,-73.94849,4.8045458,100.9111624,808.3726382,10.6309,0.007,-0.007,197.243,2.1815,-2.1815,5643.77,110.947,-110.947,4.35958,1.09457
5175.01,PC,-4.214,0.048,-0.048,-1.847,0.033,-0.033,2459554.978,6.8548465,1.5226064,0.0686064,-0.0686064,16276.28158,849.4104,-849.4104,15.6545004,126.5073461,855.3595051,13.0207,0.007,-0.007,414.845,5.696,-5.696,4797.5,34.9666,-34.9666,4.27798,1.06192
5176.01,PC,-71.736,0.088,-0.088,-27.058,0.069,-0.069,2459553.714,20.3550739,3.5018936,0.255799,-0.255799,37499.73435,2102.782,-2102.782,10.5079933,3.5797006,350.8176432,14.6831,0.008,-0.008,268.685,3.6615,-3.6615,3728.0,157.0,-157.0,4.70337,0.539092
5177.01,PC,17.551,0.076,-0.076,-78.213,0.07,-0.07,2460284.439,2.2085904,3.992,0.355,-0.355,151.0,4.41938,-4.41938,1.8831,3785.82,2185.0,8.8471,0.007,-0.007,154.965,1.164,-1.164,6183.0,128.3,-128.3,4.06,1.68
5178.01,KP,29.168,0.098,-0.098,-14.59,0.072,-0.072,2459560.413,14.0666014,2.7078373,0.753854,-0.753854,1450.825031,187.34854,-187.34854,3.1908777,37.0819499,629.3763076,10.7875,0.006,-0.006,134.591,1.189,-1.189,5141.67,104.391,-104.391,4.53051,0.837606
5179.01,PC,-19.061,0.04,-0.04,18.122,0.045,-0.045,2459768.887,0.2874782,0.445,0.075,-0.075,1940.0,14.0362,-14.0362,5.53402,5953.77,2447.0,11.3617,0.009,-0.009,256.739,1.6705,-1.6705,5702.0,129.2,-129.2,4.43,1.02
518.01,PC,-11.23,0.079,-0.079,-13.192,0.058,-0.058,2458495.79,17.87897,2.124101,0.809095,-0.809095,976.801579,136.64546,-136.64546,3.618524,63.7655934,720.7196301,10.1432,0.006,-0.006,159.814,1.219,-1.219,5596.0,187.0,-187.0,4.32233,1.13674
5180.01,PC,4.182,0.066,-0.066,0.005,0.089,-0.089,2459413.39,2.7779767,1.753,0.161,-0.161,7890.0,8.33302,-8.33302,15.9998,609.495,1384.0,12.2175,0.014,-0.014,705.408,24.7675,-24.7675,6976.0,161.0,-161.0,4.16,1.71
5181.01,PC,8.258,0.031,-0.031,2.798,0.046,-0.046,2459415.699,3.8922407,2.652,0.236,-0.236,6100.0,4.2674,-4.2674,13.0318,387.931,1236.0,11.7242,0.009,-0.009,480.155,6.6805,-6.6805,5943.0,137.4,-137.4,4.03,1.66
5182.01,PC,12.431,0.049,-0.049,6.32,0.062,-0.062,2459598.659,7.3039588,3.218,0.304,-0.304,2050.0,1.69203,-1.69203,4.15031,149.732,974.0,11.1303,0.007,-0.007,208.267,1.7885,-1.7885,5718.0,127.2,-127.2,4.53,0.9
5183.01,PC,-5.225,0.083,-0.083,-10.256,0.068,-0.068,2460368.825,2.7395591,3.4295122,0.2019175,-0.2019175,9227.421848,473.5541,-473.5541,15.259201,1691.17087,1635.560532,13.4685,0.007,-0.007,1084.09,43.235,-43.235,5919.0,122.0,-122.0,4.1,1.5425
5184.01,FP,-7.173,0.039,-0.039,-7.145,0.045,-0.045,2459418.221,2.2751393,2.087,0.591,-0.591,3350.0,7.51845,-7.51845,10.5509,1207.23,1642.0,11.649,0.009,-0.009,504.97,6.169,-6.169,5810.0,123.9,-123.9,3.99,1.71
5185.01,PC,2.504,0.071,-0.071,-3.629,0.073,-0.073,2459414.668,4.2788309,4.399,0.231,-0.231,7750.0,3.01276,-3.01276,17.4175,1098.85,1603.0,12.3595,0.012,-0.012,770.483,26.5795,-26.5795,6353.0,144.2,-144.2,3.94,1.98
5186.01,PC,0.146,0.046,-0.046,-3.603,0.043,-0.043,2459416.392,2.503254,2.828,0.134,-0.134,9960.0,3.53245,-3.53245,17.5644,3356.68,2120.0,12.2428,0.017,-0.017,804.742,20.562,-20.562,8076.0,180.8,-180.8,4.25,1.73
5187.01,PC,-5.687,0.035,-0.035,-11.938,0.038,-0.038,2459596.505,17.8597459,4.862,0.391,-0.391,2180.0,2.163,-2.163,6.12838,80.0325,833.0,11.6215,0.007,-0.007,436.183,4.8755,-4.8755,6263.0,123.1,-123.1,4.3,1.3
5188.01,PC,26.919,0.042,-0.042,14.297,0.046,-0.046,2459918.196,22.43341,6.077,0.656,-0.656,940.0,1.09305,-1.09305,6.9652,46.3189,726.0,10.5784,0.006,-0.006,357.174,3.418,-3.418,5395.0,130.5,-130.5,3.7,2.25
5189.01,FP,0.056,0.033,-0.033,-2.664,0.032,-0.032,2459753.523,9.5064017,3.258,0.315,-0.315,8710.0,660.759,-660.759,14.3253,287.739,1147.0,12.9177,0.013,-0.013,497.269,3.5445,-3.5445,5999.0,141.1,-141.1,4.41,1.09
519.01,CP,-41.992,0.095,-0.095,29.095,0.073,-0.073,2458491.877,1.2652338,1.2121003,0.0166939,-0.0166939,110215.6795,1072.4487,-1072.4487,11.9244053,53.9865076,691.3390016,14.4347,0.007,-0.007,115.557,0.9295,-0.9295,3225.0,100.0,-100.0,5.00457,0.355309
5190.01,PC,-0.352,0.036,-0.036,-1.371,0.04,-0.04,2459413.172,5.7488688,4.412,0.236,-0.236,5080.0,2.45816,-2.45816,12.6677,786.234,1475.0,11.7191,0.007,-0.007,675.281,9.674,-9.674,6728.0,127.4,-127.4,4.12,1.73
5191.01,PC,-0.452,0.029,-0.029,-6.847,0.036,-0.036,2459417.859,3.0278609,3.669,0.375,-0.375,6680.0,9.49451,-9.49451,15.5158,4163.14,2237.0,12.6103,0.164,-0.164,757.613,14.7465,-14.7465,8032.0,1134.2,-1134.2,4.17,1.9
5192.01,PC,-2.836,0.043,-0.043,-5.382,0.048,-0.048,2459416.096,4.7271324,4.672,0.191,-0.191,8600.0,2.61966,-2.61966,16.0689,868.672,1512.0,12.5231,0.008,-0.008,825.977,17.15,-17.15,6121.7,109.4,-109.4,4.02,1.74
5193.01,PC,1.858,0.037,-0.037,33.042,0.037,-0.037,2459408.155,18.9972068,3.906,0.517,-0.517,2960.0,5.66922,-5.66922,4.7954,28.2737,642.0,11.8002,0.006,-0.006,253.938,1.4435,-1.4435,5469.0,123.8,-123.8,4.53,0.88
5194.01,PC,-0.376,0.041,-0.041,-15.717,0.041,-0.041,2459408.107,7.0485133,3.543,0.258,-0.258,4950.0,2.91602,-2.91602,9.80458,202.23,1050.0,12.1605,0.008,-0.008,526.642,6.109,-6.109,5889.0,123.5,-123.5,4.2,1.37
5195.01,PC,-9.374,0.042,-0.042,-1.533,0.048,-0.048,2459416.086,3.1523405,3.111,0.244,-0.244,6440.0,6.42572,-6.42572,12.6359,895.126,1523.0,12.1391,0.006,-0.006,491.054,7.456,-7.456,6124.0,456.0,-456.0,4.13,1.54
5196.01,PC,-1.158,0.026,-0.026,-10.127,0.029,-0.029,2459418.347,2.5677096,2.882,0.196,-0.196,10430.0,11.5672,-11.5672,12.6572,917.773,1533.0,13.2357,0.007,-0.007,763.703,9.5725,-9.5725,5854.0,122.0,-122.0,4.28,1.24
5197.01,APC,-13.01,0.038,-0.038,-41.276,0.043,-0.043,2459588.291,20.5773388,1.503,0.259,-0.259,8520.0,13.7363,-13.7363,8.59393,2.81608,360.0,11.906,0.006,-0.006,232.248,1.3955,-1.3955,5062.0,122.2,-122.2,4.47,0.89
5198.01,FP,6.191,0.042,-0.042,-10.148,0.047,-0.047,2459415.349,3.2623468,2.91,0.215,-0.215,8540.0,2.30303,-2.30303,13.2175,689.893,1427.0,11.9993,0.008,-0.008,504.372,5.6395,-5.6395,5957.4,142.7,-142.7,4.18,1.41
5199.01,FP,-3.769,0.098,-0.098,3.148,0.076,-0.076,2459438.721,3.9131371,1.846,0.355,-0.355,37860.0,236.567,-236.567,12.4444,25.4932,625.0,14.9652,0.008,-0.008,372.355,6.7285,-6.7285,3773.0,157.0,-157.0,4.64,0.62
520.01,PC,-12.079,0.048,-0.048,9.031,0.058,-0.058,2458468.652,0.523613,2.3004521,0.2848845,-0.2848845,82.9259401,10.425028,-10.425028,1.4861645,26568.35671,3256.198883,9.3777,0.006,-0.006,222.315,1.5185,-1.5185,7450.0,211.0,-211.0,4.33986,1.52949
5200.01,PC,-2.654,0.037,-0.037,-3.732,0.037,-0.037,2459887.497,17.4372954,2.967,0.362,-0.362,2060.0,571.39,-571.39,11.4845,215.608,1067.0,11.3862,0.007,-0.007,451.568,4.6525,-4.6525,6520.0,132.2,-132.2,4.26,1.43
5201.01,PC,-4.569,0.03,-0.03,-4.699,0.031,-0.031,2459686.76,3.8558229,3.462,0.079,-0.079,13730.0,1.72897,-1.72897,17.8128,502.171,1318.0,13.306,0.007,-0.007,914.238,11.6475,-11.6475,5704.0,123.0,-123.0,4.1,1.48
5202.01,PC,-9.516,0.035,-0.035,21.8,0.037,-0.037,2459684.508,34.6141657,2.66,1.184,-1.184,1470.0,79.6523,-79.6523,7.6965,31.4696,659.0,11.5405,0.009,-0.009,567.18,5.708,-5.708,6382.0,125.9,-125.9,4.07,1.72
5203.01,PC,-0.051,0.026,-0.026,-4.643,0.027,-0.027,2459423.366,15.1255732,6.424,0.967,-0.967,2080.0,6.48721,-6.48721,10.2442,161.672,993.0,12.6934,0.006,-0.006,1119.77,19.87,-19.87,5907.2,140.3,-140.3,3.75,2.28
5204.01,PC,10.545,0.056,-0.056,6.208,0.052,-0.052,2459825.299,1.593603,3.244,0.277,-0.277,5300.0,2.98608,-2.98608,14.4804,5402.33,2388.0,12.3428,0.103,-0.103,821.754,23.463,-23.463,6589.0,613.0,-613.0,3.98,1.99
5205.01,CP,41.772,0.079,-0.079,52.161,0.075,-0.075,2459443.471,1.6306523,1.202,0.083,-0.083,68050.0,37.07,-37.07,11.1125,30.1966,653.0,13.6136,0.009,-0.009,86.4493,0.41585,-0.41585,3262.0,157.0,-157.0,4.83,0.4
5206.01,PC,2.415,0.031,-0.031,-3.707,0.023,-0.023,2459634.598,4.4716261,6.451,0.192,-0.192,5000.0,0.975158,-0.975158,17.4958,1694.87,1787.0,12.8715,0.007,-0.007,1297.27,24.245,-24.245,5972.0,128.3,-128.3,3.72,2.41
5207.01,PC,-15.026,0.024,-0.024,-27.223,0.028,-0.028,2459585.839,24.6951647,3.696,0.411,-0.411,13290.0,13.8769,-13.8769,6.41046,3.18912,372.0,13.2754,0.007,-0.007,156.815,0.4225,-0.4225,3850.0,157.0,-157.0,4.68,0.56
5208.01,PC,2.962,0.83,-0.83,-0.206,0.83,-0.83,2459423.386,12.2307873,3.627,0.28,-0.28,4330.0,4.46222,-4.46222,8.68366,85.8245,,11.4731,0.006,-0.006,386.638,,,6164.0,,,,1.31
5209.01,PC,-3.037,0.028,-0.028,-0.068,0.032,-0.032,2459443.479,2.635737,2.207,0.103,-0.103,21500.0,9.52251,-9.52251,13.8231,479.892,1303.0,12.8462,0.006,-0.006,404.438,3.271,-3.271,5900.0,209.1,-209.1,4.54,0.92
521.01,CP,90.409,0.092,-0.092,80.695,0.05,-0.05,2458492.716,1.5428486,1.1958898,0.3204524,-0.3204524,2154.485578,137.57423,-137.57423,1.9653032,60.0176145,709.8873414,12.4029,0.007,-0.007,60.9425,0.22385,-0.22385,3439.0,69.0,-69.0,4.97486,0.420028
5210.01,PC,23.297,0.054,-0.054,3.435,0.043,-0.043,2459443.959,4.5661309,3.543,0.205,-0.205,7630.0,1.48185,-1.48185,11.6029,377.954,1228.0,11.4194,0.006,-0.006,302.086,2.682,-2.682,5569.0,151.3,-151.3,4.21,1.28
5211.01,PC,-0.295,0.023,-0.023,-6.593,0.027,-0.027,2459445.521,2.0961984,3.22,0.255,-0.255,13710.0,18.2078,-18.2078,18.2172,2405.31,1951.0,13.3285,0.01,-0.01,1054.17,17.98,-17.98,6379.0,122.0,-122.0,4.15,1.57
5212.01,FP,-7.142,0.038,-0.038,-12.713,0.03,-0.03,2459826.176,2.4011407,3.6926411,0.2566864,-0.2566864,3193.989304,276.5797,-276.5797,11.6862609,1918.620188,1687.978855,12.8257,0.007,-0.007,790.407,9.6785,-9.6785,5911.0,129.0,-129.0,4.11,1.50878
5213.01,PC,-1.595,0.029,-0.029,-0.189,0.027,-0.027,2459445.588,4.5333993,1.083,0.445,-0.445,7690.0,2995.63,-2995.63,16.84,159.735,990.0,12.8179,0.015,-0.015,625.326,8.7165,-8.7165,6254.0,153.2,-153.2,4.42,1.12
5214.01,PC,-2.938,0.043,-0.043,3.143,0.053,-0.053,2459445.571,5.3333965,5.577,0.361,-0.361,2710.0,1.49702,-1.49702,13.3147,871.955,1513.0,12.0228,0.007,-0.007,893.944,21.2615,-21.2615,5840.8,140.2,-140.2,3.65,2.53
5215.01,PC,-4.014,0.021,-0.021,-4.631,0.024,-0.024,2459443.207,7.4244269,3.655,0.474,-0.474,7290.0,14.3468,-14.3468,11.1736,196.654,1043.0,12.8507,0.015,-0.015,666.058,7.4415,-7.4415,5873.0,158.7,-158.7,4.21,1.34
5216.01,PC,-1.944,0.024,-0.024,-4.043,0.025,-0.025,2459714.939,1.8951273,3.518,0.293,-0.293,2130.0,1.30236,-1.30236,10.1981,5318.45,2379.0,12.9392,0.007,-0.007,1526.91,28.565,-28.565,6818.0,129.2,-129.2,3.89,2.28
5217.01,PC,-7.516,0.046,-0.046,-25.038,0.045,-0.045,2459790.809,4.3713133,4.113,0.46,-0.46,2960.0,178.76,-178.76,12.9868,847.146,1502.0,10.9992,0.006,-0.006,517.506,7.5775,-7.5775,6029.0,204.2,-204.2,3.71,2.45
5218.01,CP,7.893,0.043,-0.043,17.451,0.052,-0.052,2459825.392,4.2914879,2.3462656,0.136603,-0.136603,19180.72338,758.653,-758.653,9.3875781,49.1792111,675.4063492,14.5179,0.007,-0.007,377.483,3.627,-3.627,3937.0,157.0,-157.0,4.59,0.675707
5219.01,PC,-4.339,0.03,-0.03,-15.491,0.037,-0.037,2459442.47,2.88753,3.547,0.4,-0.4,7680.0,14.2807,-14.2807,16.2965,1422.54,1710.0,13.4066,0.018,-0.018,991.551,20.8575,-20.8575,6095.0,122.0,-122.0,3.95,1.87
522.01,PC,-32.971,0.066,-0.066,9.711,0.059,-0.059,2458491.723,0.3969687,1.5006666,0.120082,-0.120082,110.7179018,7.09576,-7.09576,2.108062,58306.8937,3963.234099,7.3645,0.006,-0.006,111.179,0.5865,-0.5865,7381.0,80.0,-80.0,4.438,1.86219
5220.01,PC,-2.196,0.029,-0.029,-2.313,0.032,-0.032,2459445.189,2.0876485,2.873,0.15,-0.15,12940.0,5.85477,-5.85477,18.0794,2243.2,1917.0,13.1562,0.01,-0.01,1094.99,23.405,-23.405,6655.0,122.0,-122.0,4.19,1.58
5221.01,PC,-13.162,0.027,-0.027,-4.058,0.028,-0.028,2459878.822,4.4247361,2.757,0.186,-0.186,13312.0,469.577,-469.577,10.688,223.224,1076.0,13.3911,0.01,-0.01,539.904,3.8505,-3.8505,5536.0,122.0,-122.0,4.48,0.94
5222.01,APC,-0.51,0.059,-0.059,-4.223,0.071,-0.071,2459435.553,13.3057762,5.5,0.501,-0.501,3700.0,4.02334,-4.02334,13.7171,505.593,1321.0,11.3171,0.012,-0.012,900.45,35.1945,-35.1945,8104.0,153.6,-153.6,4.02,2.26
5223.01,PC,-5.723,0.03,-0.03,-15.672,0.027,-0.027,2460369.865,4.0656968,4.2275632,0.0692708,-0.0692708,13698.73867,195.56935,-195.56935,18.7081977,1207.03701,1503.314673,13.0628,0.007,-0.007,1027.87,13.625,-13.625,6424.0,122.0,-122.0,4.18,1.53116
5224.01,PC,-7.002,0.027,-0.027,-12.604,0.025,-0.025,2459818.154,5.2819763,5.909,0.655,-0.655,3320.0,208.452,-208.452,14.0062,1409.33,1706.0,12.5459,0.022,-0.022,960.824,17.475,-17.475,6228.0,186.4,-186.4,3.72,2.5
5225.01,PC,-7.779,0.031,-0.031,-20.515,0.034,-0.034,2459831.812,22.9367426,1.706,0.51,-0.51,3520.0,17.2949,-17.2949,8.88483,5.57635,428.0,12.5117,0.007,-0.007,584.497,5.718,-5.718,5721.0,126.1,-126.1,4.19,1.34
5226.01,FP,5.231,0.04,-0.04,-1.491,0.046,-0.046,2459432.674,7.8284207,5.456,0.138,-0.138,32460.0,4.03967,-4.03967,17.0783,275.376,1134.0,11.8572,0.007,-0.007,296.602,2.3845,-2.3845,5707.0,134.6,-134.6,4.5,0.94
5227.01,PC,-36.003,0.057,-0.057,20.687,0.038,-0.038,2459632.265,3.7325203,2.851,0.102,-0.102,4800.0,0.890541,-0.890541,9.10598,445.556,1279.0,11.6078,0.006,-0.006,388.807,3.902,-3.902,5824.6,158.2,-158.2,4.24,1.3
5228.01,PC,-0.678,0.033,-0.033,-0.786,0.024,-0.024,2459651.416,8.3221959,2.771,0.229,-0.229,4460.0,4.0754,-4.0754,11.2943,90.1896,858.0,12.9534,0.007,-0.007,925.944,13.4405,-13.4405,5899.0,120.2,-120.2,4.03,1.65
5229.01,PC,3.477,0.039,-0.039,-71.214,0.043,-0.043,2459883.299,5.9184575,2.947,0.241,-0.241,1240.0,0.894902,-0.894902,3.4729,130.7,941.0,11.9919,0.007,-0.007,273.283,1.6965,-1.6965,5087.5,153.5,-153.5,4.41,0.97
523.01,FA,20.435,0.116,-0.116,-56.395,0.185,-0.185,2458472.96,9.91102,2.981681,0.100397,-0.100397,6044.13412,570.8092,-570.8092,7.705774,63.4418379,719.8030598,9.6833,0.006,-0.006,77.8471,0.5851,-0.5851,4692.0,177.0,-177.0,4.29723,0.941705
5230.01,PC,7.924,0.027,-0.027,-5.105,0.026,-0.026,2459630.987,7.1452343,3.169,0.13,-0.13,14520.0,5.46937,-5.46937,12.0822,120.883,923.0,13.1924,0.007,-0.007,576.539,5.9405,-5.9405,5685.0,122.0,-122.0,4.46,0.98
5231.01,FP,2.811,0.039,-0.039,-5.302,0.05,-0.05,2459445.816,1.5163046,3.619,0.489,-0.489,1180.0,3.26034,-3.26034,10.3854,7863.45,2623.0,11.4186,0.017,-0.017,876.326,22.547,-22.547,6529.0,165.8,-165.8,3.58,3.11
5232.01,CP,-14.119,0.039,-0.039,-35.952,0.04,-0.04,2459440.07,4.0966887,4.557,0.195,-0.195,5620.0,1.7761,-1.7761,12.9734,1193.86,1637.0,11.7791,0.009,-0.009,609.388,8.6305,-8.6305,6212.0,128.4,-128.4,4.04,1.74
5233.01,PC,21.226,0.044,-0.044,87.366,0.047,-0.047,2459727.106,25.763332,1.668,0.23,-0.23,2560.0,2.78039,-2.78039,5.77167,3.75556,387.0,11.1752,0.01,-0.01,248.564,1.4095,-1.4095,5795.0,131.7,-131.7,4.41,1.06
5234.01,PC,9.659,0.047,-0.047,-12.506,0.05,-0.05,2459442.435,15.1016086,4.403,1.124,-1.124,520.0,2.34201,-2.34201,2.71644,126.721,934.0,10.8964,0.006,-0.006,302.144,2.184,-2.184,6511.0,128.7,-128.7,4.42,1.18
5235.01,PC,7.469,0.044,-0.044,-4.822,0.042,-0.042,2459559.857,26.1442304,2.368,0.442,-0.442,1980.0,606.38,-606.38,8.19739,35.8503,681.0,10.8131,0.006,-0.006,214.496,1.0225,-1.0225,5721.0,135.0,-135.0,4.38,1.08
5236.01,PC,-11.556,0.043,-0.043,-10.361,0.043,-0.043,2459807.155,10.9974977,7.182,0.85,-0.85,3400.0,131.68,-131.68,9.89885,461.346,1291.0,11.3335,0.02,-0.02,582.527,8.9075,-8.9075,6188.0,181.5,-181.5,3.83,2.18
5237.01,PC,8.162,0.037,-0.037,3.93,0.044,-0.044,2459444.873,2.9889845,1.858,0.315,-0.315,13920.0,71.3494,-71.3494,17.7415,314.21,1172.0,12.4705,0.006,-0.006,603.735,9.8895,-9.8895,6002.0,144.7,-144.7,4.18,1.42
5238.01,CP,-7.542,0.037,-0.037,-18.493,0.032,-0.032,2459661.516,4.8721904,2.584,0.15,-0.15,2180.0,0.68771,-0.68771,4.89644,195.925,1042.0,11.637,0.006,-0.006,290.646,1.5395,-1.5395,5430.5,134.1,-134.1,4.42,1.02
5239.01,PC,8.925,0.026,-0.026,-21.366,0.025,-0.025,2459431.315,11.3182327,2.956,0.297,-0.297,5080.0,7.20219,-7.20219,8.83548,59.5158,773.0,12.7986,0.009,-0.009,648.893,5.688,-5.688,5969.0,130.2,-130.2,4.29,1.24
524.01,FA,-7.797,0.087,-0.087,-9.559,0.07,-0.07,2458471.143,12.983175,1.527578,0.761684,-0.761684,1180.996904,161.23894,-161.23894,5.933251,397.4686874,1138.794811,10.094,0.006,-0.006,293.27,3.5595,-3.5595,6962.64,13.5697,-13.5697,4.14716,1.67983
5240.01,CP,-0.519,0.038,-0.038,0.524,0.04,-0.04,2459444.902,4.1793301,5.161,0.198,-0.198,4900.0,1.18721,-1.18721,16.1603,2876.9,2040.0,11.6917,0.009,-0.009,980.487,24.951,-24.951,7349.0,131.9,-131.9,3.93,2.31
5241.01,PC,-11.829,0.039,-0.039,-12.006,0.044,-0.044,2459439.554,4.8398399,2.818,0.146,-0.146,7040.0,3.14494,-3.14494,12.0967,199.608,1047.0,12.1019,0.006,-0.006,441.596,5.595,-5.595,5506.0,210.5,-210.5,4.14,1.39
5242.01,PC,7.689,0.022,-0.022,-41.371,0.025,-0.025,2459445.351,2.4038486,1.87,0.177,-0.177,16500.0,14.638,-14.638,11.4754,242.515,1099.0,12.789,0.006,-0.006,331.852,1.6305,-1.6305,5074.0,123.6,-123.6,4.51,0.85
5243.01,PC,-3.132,0.03,-0.03,-8.46,0.029,-0.029,2459825.687,1.6087939,1.966,0.23,-0.23,8160.0,13.4409,-13.4409,16.2542,1301.71,1673.0,12.5949,0.013,-0.013,764.006,10.6045,-10.6045,5995.0,145.8,-145.8,3.96,1.81
5244.01,PC,1.159,0.031,-0.031,-0.827,0.031,-0.031,2459827.299,5.0821798,4.249,0.356,-0.356,4930.0,5.99153,-5.99153,10.6708,592.328,1374.0,12.8105,0.017,-0.017,766.439,10.007,-10.007,5929.0,164.6,-164.6,4.1,1.53
5245.01,APC,-3.364,2.196,-2.196,-6.651,2.196,-2.196,2459446.068,0.4305826,0.435,0.129,-0.129,15510.0,1230.04,-1230.04,12.4063,156.925,986.0,14.5795,0.008,-0.008,,,,3861.0,157.0,-157.0,4.58,0.69
5246.01,FP,-0.264,0.027,-0.027,-2.122,0.032,-0.032,2459445.219,0.6972223,1.095,0.176,-0.176,6460.0,15.0831,-15.0831,14.5958,3144.23,2086.0,13.4161,0.018,-0.018,1095.81,19.9,-19.9,6556.0,122.0,-122.0,4.09,1.74
5247.01,PC,12.623,0.049,-0.049,24.614,0.044,-0.044,2459440.339,12.9177538,1.8,0.517,-0.517,11460.0,71.641,-71.641,15.194,21.7315,601.0,12.4228,0.012,-0.012,497.041,8.219,-8.219,5606.0,133.3,-133.3,4.21,1.3
5248.01,APC,8.456,0.086,-0.086,2.989,0.089,-0.089,2459794.856,0.701239,1.05,0.209,-0.209,13700.0,1841.77,-1841.77,10.9462,1087.15,1599.0,13.4319,0.02,-0.02,423.737,11.3855,-11.3855,5126.0,122.0,-122.0,4.51,0.85
