toi,tfopwg_disp,st_pmra,st_pmraerr1,st_pmraerr2,st_pmdec,st_pmdecerr1,st_pmdecerr2,pl_tranmid,pl_orbper,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_rade,pl_insol,pl_eqt,st_tmag,st_tmagerr1,st_tmagerr2,st_dist,st_disterr1,st_disterr2,st_teff,st_tefferr1,st_tefferr2,st_logg,st_rad
1233.03,CP,-70.434,0.056,-0.056,-49.865,0.043,-0.043,2459310.633,6.2036219,3.01098,0.3032236,-0.3032236,548.9044399,33.294434,-33.294434,2.056748,162.1675094,910.1452592,8.6522,0.006,-0.006,64.5978,0.19375,-0.19375,5723.87,49.567,-49.567,4.438,0.864173
1233.04,CP,-70.434,0.056,-0.056,-49.865,0.043,-0.043,2458572.108,3.79589,2.4602856,0.5248255,-0.5248255,317.5272928,35.57154,-35.57154,1.553135,312.1807495,1072.065399,8.6522,0.006,-0.006,64.5978,0.19375,-0.19375,5723.87,49.567,-49.567,4.438,0.864173
1234.01,FP,-29.235,0.059,-0.059,-14.449,0.063,-0.063,2458685.613,2.2645386,3.8193701,0.4799231,-0.4799231,15019.94209,1744.5321,-1744.5321,5.1936764,34.1873897,616.7174475,13.7991,0.008,-0.008,104.912,0.4445,-0.4445,3443.0,157.0,-157.0,4.81617,0.411471
1235.01,CP,196.631,0.04,-0.04,17.369,0.047,-0.047,2460333.631,3.4447015,1.912,0.479,-0.479,796.0,93.3448,-93.3448,2.00495,231.437,1086.0,9.91924,0.007,-0.007,39.6345,0.0478,-0.0478,3912.0,157.0,-157.0,4.62642,0.63
1236.01,KP,-32.207,0.046,-0.046,-20.401,0.046,-0.046,2459422.691,3.0300715,2.5466671,0.0106091,-0.0106091,21794.6137,81.38665,-81.38665,12.7529892,318.4581858,1077.414594,11.0248,0.006,-0.006,159.658,0.733,-0.733,5242.82,110.777,-110.777,4.52404,0.857369
1237.01,KP,-0.455,0.04,-0.04,6.169,0.044,-0.044,2459781.666,12.72038,2.401,0.372,-0.372,1070.0,2.59688,-2.59688,4.96046,41.1042,705.0,10.2768,0.006,-0.006,243.249,1.4055,-1.4055,6212.0,132.796,-132.796,4.17664,1.48
1237.02,KP,-0.455,0.04,-0.04,6.169,0.044,-0.044,2458685.41,6.238755,3.6178567,0.482282,-0.482282,373.5681138,36.626076,-36.626076,2.9728283,587.1290759,1255.46077,10.2768,0.006,-0.006,243.249,1.4055,-1.4055,6212.0,132.796,-132.796,4.17664,1.47768
1238.01,CP,-4.963,0.052,-0.052,-45.922,0.053,-0.053,2458684.287,3.2947689,1.7483103,0.1465905,-0.1465905,1324.040277,60.859768,-60.859768,2.5248559,56.9377632,700.5995436,11.2582,0.007,-0.007,70.7145,0.12055,-0.12055,3853.0,157.0,-157.0,4.63168,0.62326
1238.02,CP,-4.963,0.052,-0.052,-45.922,0.053,-0.053,2458684.105,0.7645807,1.07057,0.2373375,-0.2373375,394.9832006,43.13467,-43.13467,1.2407226,399.2723837,1140.084569,11.2582,0.007,-0.007,70.7145,0.12055,-0.12055,3853.0,157.0,-157.0,4.63168,0.62326
1239.01,CP,-26.182,0.043,-0.043,2.141,0.042,-0.042,2459604.096,12.6396982,3.3830702,0.0862129,-0.0862129,3292.681286,114.02858,-114.02858,4.6025162,39.6563977,640.0266601,10.7192,0.006,-0.006,126.903,0.4395,-0.4395,5217.0,128.364,-128.364,4.59186,0.789425
124.01,APC,7.888,0.108,-0.108,32.653,0.115,-0.115,2460042.2,1.8428078,1.449,0.149,-0.149,1950.0,5.35727,-5.35727,21.2705,1687.83,1785.0,11.1311,0.006,-0.006,809.252,43.8985,-43.8985,5080.0,181.0,-181.0,4.48159,4.09
1240.01,KP,-1.691,0.03,-0.03,7.017,0.032,-0.032,2459421.33,1.7208555,1.8346409,0.0874121,-0.0874121,10014.25874,316.96338,-316.96338,13.4646314,2259.389668,1758.399429,13.8046,0.006,-0.006,1086.24,19.16,-19.16,5832.83,96.06,-96.06,4.20893,1.33402
1241.01,PC,2.831,0.15,-0.15,-10.813,0.154,-0.154,2459421.236,4.7802597,1.4588658,0.5069863,-0.5069863,1015.455004,98.48061,-98.48061,7.6126429,1770.015134,1654.298952,11.1634,0.008,-0.008,546.522,24.466,-24.466,5826.0,155.529,-155.529,3.7213,2.3387201
1242.01,PC,1.525,0.049,-0.049,-39.808,0.052,-0.052,2459664.127,0.3814849,0.565,0.154,-0.154,570.0,4.70096,-4.70096,2.0605,931.396,1539.0,11.598,0.006,-0.006,110.015,0.364,-0.364,4255.0,128.2,-128.2,4.55641,0.71
1243.01,PC,-100.404,0.04,-0.04,-142.946,0.048,-0.048,2459598.143,4.6595169,0.9011821,0.1900315,-0.1900315,1725.170626,137.73328,-137.73328,2.1961507,17.2664038,519.9004855,11.1966,0.007,-0.007,43.1865,0.0613,-0.0613,3489.0,157.0,-157.0,4.74553,0.490729
1244.01,CP,-56.411,0.045,-0.045,-66.5,0.047,-0.047,2459913.811,6.4002807,2.1559875,0.1579858,-0.1579858,1026.601873,35.029545,-35.029545,2.2730301,56.4368797,699.0536347,11.0157,0.006,-0.006,102.551,0.24,-0.24,4599.0,123.0,-123.0,4.58487,0.720551
1245.01,PC,-9.435,0.034,-0.034,54.067,0.04,-0.04,2459764.329,4.8204512,1.756,0.181,-0.181,1930.0,1.49496,-1.49496,2.36747,17.8782,572.0,12.1819,0.007,-0.007,80.0982,0.11875,-0.11875,3692.0,157.0,-157.0,4.71598,0.52
1246.01,CP,-48.024,0.047,-0.047,81.928,0.051,-0.051,2459733.644,18.6548829,5.4431451,0.2318418,-0.2318418,1495.444947,148.61504,-148.61504,4.3869878,27.832077,585.8091542,11.1802,0.006,-0.006,169.422,0.671,-0.671,5141.0,122.049,-122.049,4.49143,0.876154
1246.02,CP,-48.024,0.047,-0.047,81.928,0.051,-0.051,2459737.587,4.3074513,2.3379196,0.0773344,-0.0773344,1094.84195,29.993288,-29.993288,3.2819879,196.4755358,954.8757629,11.1802,0.006,-0.006,169.422,0.671,-0.671,5141.0,122.049,-122.049,4.49143,0.876154
1246.03,CP,-48.024,0.047,-0.047,81.928,0.051,-0.051,2459740.304,5.9041278,2.7678313,0.2496069,-0.2496069,773.9266468,31.268017,-31.268017,2.4489454,129.0410781,859.6105665,11.1802,0.006,-0.006,169.422,0.671,-0.671,5141.0,122.049,-122.049,4.49143,0.876154
1246.04,CP,-48.024,0.047,-0.047,81.928,0.051,-0.051,2458700.697,37.9251983,3.5345219,0.39733,-0.39733,1370.788854,78.83223,-78.83223,3.241643,10.8068346,462.4282696,11.1802,0.006,-0.006,169.422,0.671,-0.671,5141.0,122.049,-122.049,4.49143,0.876154
1247.01,CP,-189.064,0.053,-0.053,80.263,0.044,-0.044,2460311.845,15.9234883,4.021,0.242,-0.242,493.0,16.279,-16.279,2.18203,48.5414,735.0,8.4724,0.006,-0.006,73.8713,0.14365,-0.14365,5711.85,106.3,-106.3,4.38315,1.08
1248.01,CP,-2.867,0.047,-0.047,-81.029,0.042,-0.042,2458687.122,4.3601536,2.3408909,0.016843,-0.016843,5592.290918,28.348007,-28.348007,6.9564258,202.0738994,961.6063113,11.1153,0.006,-0.006,168.735,0.5995,-0.5995,5227.0,119.505,-119.505,4.50479,0.874131
1249.01,CP,-14.785,0.052,-0.052,-46.313,0.042,-0.042,2460342.349,13.0791581,2.97,0.665,-0.665,1143.0,62.5902,-62.5902,3.25485,48.6058,735.0,10.2108,0.006,-0.006,139.49,0.535,-0.535,5453.0,117.875,-117.875,4.41707,1.0
125.01,CP,-119.8,0.066,-0.066,-122.953,0.08,-0.08,2460206.744,4.6517186,2.709,0.921,-0.921,978.0,79.7705,-79.7705,2.66889,540.772,1343.0,10.1985,0.006,-0.006,111.059,0.442,-0.442,5154.0,182.0,-182.0,4.47072,0.85
125.02,CP,-119.8,0.066,-0.066,-122.953,0.08,-0.08,2460202.05,9.1549418,2.457,0.341,-0.341,1101.0,60.4017,-60.4017,2.62011,42.2592,710.0,10.1985,0.006,-0.006,111.059,0.442,-0.442,5154.0,182.0,-182.0,4.47072,0.85
125.03,CP,-119.8,0.066,-0.066,-122.953,0.08,-0.08,2460181.147,19.9815709,2.724,0.716,-0.716,909.0,70.8314,-70.8314,2.54717,16.5853,562.0,10.1985,0.006,-0.006,111.059,0.442,-0.442,5154.0,182.0,-182.0,4.47072,0.85
1250.01,FA,16.484,0.07,-0.07,15.481,0.07,-0.07,2458683.643,1.4415044,0.9274524,0.3253895,-0.3253895,547.3172736,64.90167,-64.90167,3.8345209,5519.1845,2198.307682,6.895,0.006,-0.006,66.3631,0.14805,-0.14805,6603.0,80.0,-80.0,4.438,1.58365
1251.01,APC,-17.9,3.3,-3.3,-3.0,3.4,-3.4,2459759.179,5.9630544,2.951,0.029,-0.029,11000.0,0.248193,-0.248193,10.0859,112.667,,10.6479,0.006,-0.006,185.952,,,5273.0,,,4.438,0.94
1252.01,PC,-10.63,2.0,-2.0,26.99,2.0,-2.0,2459662.043,1.1219715,0.8226121,0.048536,-0.048536,3997.644592,78.284676,-78.284676,3.9968417,1132.461295,1479.536186,12.0623,0.006,-0.006,123.8346,,,5780.0,,,4.67672,0.624
1253.01,FP,-30.786,0.042,-0.042,29.555,0.042,-0.042,2460658.634,4.6756655,1.914,0.487,-0.487,738.0,30.4674,-30.4674,4.03134,230.204,1085.0,9.89947,0.006,-0.006,185.23,0.7705,-0.7705,5779.0,188.0,-188.0,4.88162,1.45
1254.01,APC,-13.864,0.042,-0.042,-39.587,0.052,-0.052,2459716.011,1.0180114,1.1353639,0.010716,-0.010716,2618.949217,24.16985,-24.16985,6.5875997,2488.20146,1801.321094,10.794,0.006,-0.006,199.039,1.049,-1.049,5451.0,125.913,-125.913,4.33923,1.0933
1255.01,CP,18.618,0.036,-0.036,28.014,0.046,-0.046,2460646.545,10.288886,1.391,0.071,-0.071,854.0,23.9343,-23.9343,2.63881,9.06856,483.0,9.1416,0.006,-0.006,65.9501,0.1013,-0.1013,5126.0,124.385,-124.385,4.49772,0.87
1256.01,FP,-213.45,2.0,-2.0,-576.64,2.0,-2.0,2458683.947,1.0332441,3.8017836,0.3347664,-0.3347664,26111.5082,1959.5728,-1959.5728,4.087988,16.7778791,516.1833775,13.5608,0.008,-0.008,,,,2972.0,157.0,-157.0,5.15741,0.156193
1257.01,KP,16.395,0.056,-0.056,-12.938,0.044,-0.044,2459820.977,5.4526479,3.401,0.065,-0.065,7750.0,0.269391,-0.269391,14.5502,433.78,1271.0,9.87463,0.006,-0.006,249.325,2.774,-2.774,6509.0,117.198,-117.198,4.17233,1.57
1258.01,PC,-30.956,0.047,-0.047,30.681,0.037,-0.037,2460333.649,10.2613397,4.855,0.798,-0.798,726.0,19.0249,-19.0249,3.60391,372.358,1152.0,9.13619,0.006,-0.006,154.944,0.521,-0.521,6124.0,126.553,-126.553,4.15391,1.49
1259.01,CP,-5.658,0.04,-0.04,100.203,0.047,-0.047,2459764.874,3.4779776,2.5103489,0.0042163,-0.0042163,27021.69324,35.22068,-35.22068,12.5541925,153.1388971,897.2038496,11.1534,0.006,-0.006,118.106,0.3735,-0.3735,4699.0,129.561,-129.561,4.54638,0.765001
126.01,KP,-9.326,0.041,-0.041,-50.142,0.045,-0.045,2458326.731,3.0354017,2.8809533,0.0495564,-0.0495564,16196.21582,210.23198,-210.23198,14.1334903,726.7556694,1324.240471,12.7923,0.006,-0.006,573.027,11.688,-11.688,5751.0,189.0,-189.0,4.35036,1.07224
1260.01,CP,-177.236,0.037,-0.037,-81.772,0.044,-0.044,2459634.761,3.1274634,1.9812695,0.1941448,-0.1941448,1331.83693,68.603745,-68.603745,2.5802896,103.2675998,813.0378617,10.8116,0.006,-0.006,73.5977,0.1604,-0.1604,4225.0,135.544,-135.544,4.5756,0.693431
1260.02,CP,-177.236,0.037,-0.037,-81.772,0.044,-0.044,2458686.12,7.4931613,1.9339295,0.2597724,-0.2597724,1650.64705,93.93474,-93.93474,2.7733674,32.2107098,607.6028794,10.8116,0.006,-0.006,73.5977,0.1604,-0.1604,4225.0,135.544,-135.544,4.5756,0.693431
1260.03,CP,-177.236,0.037,-0.037,-81.772,0.044,-0.044,2458879.323,49.825166,3.8714976,0.3720089,-0.3720089,2059.406904,202.70015,-202.70015,3.8319135,2.5760566,323.1161011,10.8116,0.006,-0.006,73.5977,0.1604,-0.1604,4225.0,135.544,-135.544,4.5756,0.693431
1261.01,PC,-4.385,0.042,-0.042,18.216,0.041,-0.041,2459628.771,18.0574016,3.592177,0.1399324,-0.1399324,1198.057213,52.78039,-52.78039,3.8092663,58.1250403,704.2235859,10.6965,0.007,-0.007,199.964,0.8515,-0.8515,5897.0,130.326,-130.326,4.45922,1.01
1262.01,PC,-168.724,0.042,-0.042,-29.722,0.037,-0.037,2460322.358,20.8774413,3.562,0.306,-0.306,771.0,31.1713,-31.1713,2.16145,17.8402,572.0,9.5966,0.006,-0.006,93.2276,0.18145,-0.18145,5396.0,121.99,-121.99,4.50457,0.9
1263.01,PC,54.072,0.056,-0.056,-57.845,0.062,-0.062,2460557.928,1.0214555,1.252,0.091,-0.091,319.0,16.9886,-16.9886,1.46266,733.19,1449.0,8.5325,0.006,-0.006,46.5539,0.0783,-0.0783,5098.0,125.822,-125.822,4.54682,0.82
1264.01,PC,12.159,0.046,-0.046,-13.194,0.052,-0.052,2459765.819,2.7441672,1.418,0.168,-0.168,5650.0,0.181862,-0.181862,7.84317,172.233,1009.0,10.634,0.008,-0.008,141.755,0.5485,-0.5485,5040.0,134.474,-134.474,4.38482,0.97
1265.01,KP,-18.281,0.038,-0.038,8.91,0.037,-0.037,2460558.801,2.2047452,3.996,0.698,-0.698,6872.0,413.332,-413.332,17.9781,7992.22,2634.0,10.0274,0.006,-0.006,341.079,2.414,-2.414,6532.23,109.214,-109.214,3.96818,1.99
1266.01,CP,-150.652,0.041,-0.041,-25.368,0.039,-0.039,2459649.751,10.8948421,2.0719394,0.1302194,-0.1302194,3168.385358,83.03396,-83.03396,2.4691414,5.5137471,390.8242112,11.0402,0.007,-0.007,36.0118,0.0295,-0.0295,3618.0,157.0,-157.0,4.79432,0.435666
1266.02,CP,-150.652,0.041,-0.041,-25.368,0.039,-0.039,2459630.046,18.8016111,1.9093524,0.2463772,-0.2463772,1686.788103,111.67929,-111.67929,1.9112282,2.6636757,325.8292621,11.0402,0.007,-0.007,36.0118,0.0295,-0.0295,3618.0,157.0,-157.0,4.79432,0.435666
1268.01,CP,-66.989,0.077,-0.077,-15.318,0.065,-0.065,2460359.607,8.157721,3.788,0.046,-0.046,10273.0,64.4301,-64.4301,9.31888,91.0972,860.0,10.1495,0.006,-0.006,109.557,0.5425,-0.5425,5091.2,83.2,-83.2,4.47,0.9
1269.01,CP,-40.011,0.038,-0.038,107.858,0.056,-0.056,2458686.609,4.2529641,2.5733867,0.2145938,-0.2145938,758.584999,26.058401,-26.058401,2.3483383,231.2034004,994.5309519,10.9897,0.006,-0.006,172.138,0.693,-0.693,5591.0,185.0,-185.0,4.38111,0.848906
1269.02,PC,-40.011,0.038,-0.038,107.858,0.056,-0.056,2459739.097,9.2378703,2.535,0.305,-0.305,660.0,0.942831,-0.942831,2.22995,54.6767,757.0,10.9897,0.006,-0.006,172.138,0.693,-0.693,5591.0,185.0,-185.0,4.38111,0.85
127.01,CP,78.858,0.087,-0.087,-27.095,0.064,-0.064,2458325.651,3.7955178,2.0198135,0.0315755,-0.0315755,52278.9941,560.4189,-560.4189,10.3261619,18.0832336,525.9431131,14.1266,0.007,-0.007,140.225,0.86,-0.86,3424.0,,,4.438,0.445372
1270.01,FP,-12.978,0.045,-0.045,-13.983,0.041,-0.041,2459695.446,14.3034613,3.135,0.01,-0.01,48840.0,0.239763,-0.239763,18.4949,15.38,551.0,11.463,0.006,-0.006,171.138,0.664,-0.664,5056.6,91.3,-91.3,4.53,0.83
1271.01,KP,-85.877,0.052,-0.052,-78.913,0.038,-0.038,2459657.449,6.1349783,5.661,0.775,-0.775,3860.0,1.36645,-1.36645,13.1383,861.554,1509.0,7.4556,0.006,-0.006,92.2589,0.2358,-0.2358,5828.7,80.0,-80.0,3.84,2.05
1272.01,CP,-63.3,0.033,-0.033,4.659,0.03,-0.03,2459661.401,3.3159772,1.494,0.364,-0.364,2770.0,4.86911,-4.86911,4.5947,120.595,923.0,11.0244,0.006,-0.006,137.572,0.402,-0.402,4972.7,61.9,-61.9,4.54,0.81
1273.01,CP,37.07,0.081,-0.081,-44.439,0.072,-0.072,2459684.92,4.6313014,1.435,0.232,-0.232,4860.0,77.7533,-77.7533,9.34848,225.013,1078.0,10.418,0.006,-0.006,177.118,1.214,-1.214,5736.0,164.8,-164.8,4.39,1.07
1274.01,PC,-72.167,0.063,-0.063,74.449,0.056,-0.056,2459736.341,19.3203478,4.215,0.074,-0.074,13910.0,0.655116,-0.655116,9.38964,13.544,534.0,11.8994,0.006,-0.006,178.141,0.957,-0.957,4968.1,172.4,-172.4,4.5,0.8
1275.01,FA,52.835,0.06,-0.06,19.537,0.067,-0.067,2458714.597,11.3246821,5.9704136,0.4890376,-0.4890376,1937.582972,250.30127,-250.30127,4.2917226,59.1706102,707.3693882,10.5954,0.006,-0.006,138.591,0.823,-0.823,5518.0,130.133,-130.133,4.59176,0.824734
1276.01,FA,294.477,0.084,-0.084,-86.018,0.09,-0.09,2459770.682,6.261169,2.0369188,0.4473588,-0.4473588,4005.022808,415.5704,-415.5704,1.3468319,6.9816945,414.5815396,12.5405,0.007,-0.007,24.5209,0.03105,-0.03105,3145.0,157.0,-157.0,5.04431,0.211257
1277.02,PC,-50.76,0.034,-0.034,-14.091,0.042,-0.042,2460319.121,14.8559691,3.711,0.795,-0.795,1127.0,52.7204,-52.7204,2.72638,64.0545,788.0,9.76775,0.006,-0.006,100.772,0.2265,-0.2265,5544.0,120.311,-120.311,4.5609,0.86
1278.01,CP,-89.556,0.035,-0.035,-46.868,0.039,-0.039,2459826.54,14.4751062,1.6182484,0.098467,-0.098467,9618.579853,447.69815,-447.69815,8.6976173,6.5402175,407.866275,11.7819,0.007,-0.007,75.5759,0.15495,-0.15495,3841.0,157.0,-157.0,4.69364,0.55035
1279.01,CP,-130.485,0.038,-0.038,60.603,0.034,-0.034,2459659.674,9.6141636,3.4271882,0.1871103,-0.1871103,933.6532689,57.701954,-57.701954,3.2264735,74.7359105,749.8978043,9.99454,0.006,-0.006,107.055,0.285,-0.285,5477.0,120.112,-120.112,4.5707,0.840608
128.01,CP,-49.146,0.042,-0.042,45.307,0.046,-0.046,2460175.867,4.9404714,1.954,0.417,-0.417,455.0,17.088,-17.088,2.3216,320.012,1178.0,7.9849,0.006,-0.006,68.4727,0.119,-0.119,6086.0,193.0,-193.0,4.26269,1.13
1280.01,PC,18.992,0.044,-0.044,-23.14,0.043,-0.043,2458691.303,9.6926392,3.0182304,0.1139476,-0.1139476,1838.237055,36.813053,-36.813053,3.289074,36.4257934,626.5734732,10.6355,0.006,-0.006,92.4381,0.1706,-0.1706,4665.0,128.1,-128.1,4.56182,0.746003
1281.01,PC,-13.194,0.043,-0.043,-12.668,0.035,-0.035,2460351.314,6.390888,3.766,0.441,-0.441,435.0,21.7509,-21.7509,2.47201,376.532,1227.0,9.6635,0.007,-0.007,178.259,0.667,-0.667,6191.0,127.462,-127.462,4.27017,1.32
1282.01,KP,5.581,0.035,-0.035,2.409,0.04,-0.04,2459445.893,0.9689927,2.5496309,0.0150296,-0.0150296,13532.97102,89.12011,-89.12011,17.1331258,6992.032823,2332.225901,11.4373,0.012,-0.012,444.586,5.5075,-5.5075,6430.0,139.015,-139.015,4.25113,1.41398
1283.01,KP,-80.395,0.158,-0.158,-126.972,0.148,-0.148,2460539.055,10.338505,4.242,0.72,-0.72,18162.0,768.211,-768.211,11.8729,110.512,903.0,9.7525,0.006,-0.006,92.3831,0.48265,-0.48265,5336.96,105.031,-105.031,4.55466,0.84
1284.01,FP,50.569,0.045,-0.045,188.287,0.033,-0.033,2458711.816,1.283251,2.012261,0.3679059,-0.3679059,1961.318203,136.80847,-136.80847,2.558112,172.0252913,923.6720985,12.5313,0.007,-0.007,110.246,0.224,-0.224,3855.0,157.0,-157.0,4.68499,0.560391
1285.01,FP,24.522,0.049,-0.049,98.034,0.045,-0.045,2458712.366,1.2284388,1.9190118,0.6503655,-0.6503655,1229.496513,129.57385,-129.57385,1.866263,118.2802346,841.1003116,10.9313,0.007,-0.007,41.9934,0.04955,-0.04955,3526.0,157.0,-157.0,4.71105,0.53023
1286.01,APC,4.308,0.045,-0.045,5.852,0.043,-0.043,2460559.149,0.6166953,0.712,0.156,-0.156,1089.0,1747.34,-1747.34,10.4852,12724.9,2958.0,10.1653,0.006,-0.006,278.771,1.735,-1.735,6588.0,247.617,-247.617,4.1855,1.57
1287.01,PC,33.773,0.059,-0.059,-88.306,0.054,-0.054,2459828.257,9.6001126,4.9882857,0.263009,-0.263009,380.4193796,17.114367,-17.114367,2.4070295,193.1543783,950.8147029,8.593,0.006,-0.006,92.7225,0.23245,-0.23245,5891.0,124.622,-124.622,4.30161,1.2103699
1288.01,CP,43.253,0.057,-0.057,-68.614,0.056,-0.056,2460445.65,2.6998294,2.208,0.245,-0.245,2798.0,38.5565,-38.5565,4.94551,1198.41,1639.0,9.93119,0.006,-0.006,114.865,0.3215,-0.3215,6180.0,362.01,-362.01,4.57956,0.92
1289.01,FP,-76.25,2.0,-2.0,-117.93,2.0,-2.0,2458711.411,0.581322,1.3261177,0.5156573,-0.5156573,3206.601002,370.79492,-370.79492,2.2014886,194.5178158,952.4881815,12.9984,0.007,-0.007,89.21544,,,3446.0,157.0,-157.0,4.83941,0.38621
129.01,CP,-202.815,0.031,-0.031,-71.518,0.029,-0.029,2460205.647,0.980972,0.5405036,0.0262389,-0.0262389,6178.392421,60.235405,-60.235405,5.9162923,719.5629045,1320.951709,9.9005,0.006,-0.006,61.7856,0.0805,-0.0805,4486.0,175.0,-175.0,4.49914,0.764401
1290.01,KP,-7.334,0.039,-0.039,-10.43,0.048,-0.048,2460551.374,5.3987355,3.127,0.639,-0.639,352.0,18.8276,-18.8276,2.25345,335.249,1192.0,9.50898,0.006,-0.006,144.166,0.435,-0.435,5875.23,137.941,-137.941,4.26474,1.26
1291.01,PC,-5.999,0.043,-0.043,13.59,0.052,-0.052,2459734.427,7.16199,7.668,0.348,-0.348,800.0,0.170833,-0.170833,5.05452,1230.42,1649.0,10.8722,0.006,-0.006,428.123,4.5455,-4.5455,6229.0,123.8,-123.8,4.0,1.81
1292.01,FP,3.224,0.246,-0.246,33.814,0.301,-0.301,2460351.142,1.4412175,1.666,0.134,-0.134,12927.0,423.876,-423.876,17.0442,1160.55,1626.0,9.84566,0.006,-0.006,190.403,4.476,-4.476,5672.9,168.9,-168.9,4.13,1.46
1293.01,PC,20.745,0.038,-0.038,-37.786,0.052,-0.052,2459689.485,1.6849938,0.916,0.174,-0.174,990.0,1.73121,-1.73121,3.76716,342.918,1198.0,10.8605,0.006,-0.006,239.983,1.52,-1.52,5923.0,128.1,-128.1,4.38,1.11
1294.01,CP,-19.069,0.047,-0.047,-2.555,0.045,-0.045,2459663.162,3.9152737,2.562,0.118,-0.118,3350.0,0.534017,-0.534017,9.43435,311.498,1170.0,10.9458,0.007,-0.007,332.648,2.286,-2.286,5714.0,126.4,-126.4,4.05,1.58
1295.01,CP,-7.353,0.045,-0.045,8.48,0.058,-0.058,2459913.379,3.1968838,3.7533697,0.012103,-0.012103,7958.980656,22.66786,-22.66786,14.9685779,1843.132991,1671.124929,10.7973,0.007,-0.007,388.227,4.4475,-4.4475,6470.0,129.5,-129.5,4.15,1.59715
1296.01,CP,-21.245,0.042,-0.042,-6.793,0.046,-0.046,2459766.963,3.9443668,4.8652146,0.0163312,-0.0163312,6732.488454,20.23155,-20.23155,14.5727196,1078.598699,1461.620826,10.8041,0.006,-0.006,323.265,2.821,-2.821,5494.0,125.8,-125.8,3.93,1.75475
1297.01,FP,-13.9,1.9,-1.9,5.9,2.1,-2.1,2458686.939,3.93034,3.667,0.052,-0.052,9724.58,0.581995,-0.581995,14.8838,815.91,,10.9873,0.014,-0.014,283.32,,,6292.0,,,,1.37
1298.01,CP,-36.41,0.035,-0.035,43.934,0.035,-0.035,2459764.42,4.5371361,4.042155,0.0280035,-0.0280035,4199.755875,24.031218,-24.031218,9.8153513,732.0077048,1326.626483,10.9585,0.006,-0.006,319.036,1.9895,-1.9895,5731.0,124.6,-124.6,4.1,1.48668
130.01,CP,139.424,0.056,-0.056,30.476,0.042,-0.042,2458336.558,14.3392144,4.6064739,0.3537883,-0.3537883,392.6346872,12.384206,-12.384206,2.2963233,118.7538488,841.9410276,7.4371,0.006,-0.006,57.5846,0.0945,-0.0945,6295.7,56.481,-56.481,4.438,1.1374201
1300.01,KP,-19.45,0.044,-0.044,6.179,0.042,-0.042,2460419.967,2.8716983,4.668,0.361,-0.361,8568.0,196.503,-196.503,18.1267,4494.25,2281.0,9.823,0.008,-0.008,321.376,2.4895,-2.4895,6840.0,128.8,-128.8,4.05,1.91
1301.01,CP,-43.319,0.04,-0.04,85.838,0.045,-0.045,2459710.294,6.0964074,2.3632965,0.0910878,-0.0910878,1142.489175,32.002934,-32.002934,2.5856853,69.8633506,737.3642914,10.5216,0.006,-0.006,90.8693,0.18925,-0.18925,4820.4,31.6,-31.6,4.6,0.731699
1302.01,PC,-5.07,0.038,-0.038,24.524,0.048,-0.048,2459738.403,5.6666168,3.604,0.031,-0.031,9780.0,0.123059,-0.123059,14.8589,442.536,1277.0,10.6724,0.006,-0.006,339.455,2.765,-2.765,6530.0,122.3,-122.3,4.23,1.47
1303.01,FP,6.48,0.044,-0.044,7.159,0.04,-0.04,2458684.136,1.56029,2.751,0.095,-0.095,1690.0,514.568,-514.568,18.4825,38412.5,3900.0,9.87278,0.006,-0.006,387.708,3.995,-3.995,6897.0,143.0,-143.0,3.89,2.29
1304.01,FP,-40.227,0.036,-0.036,-75.628,0.041,-0.041,2460552.791,8.8735214,4.059,0.474,-0.474,1949.0,400.077,-400.077,6.0401,1064.98,1591.0,9.76577,0.006,-0.006,156.338,0.539,-0.539,5992.0,131.1,-131.1,4.34,1.18
1305.01,FP,0.76,0.181,-0.181,-8.188,0.171,-0.171,2460650.648,7.8513774,6.699,0.085,-0.085,21571.0,339.716,-339.716,,,,10.3018,0.007,-0.007,875.061,74.2245,-74.2245,,,,,
1306.01,FP,-3.507,0.064,-0.064,8.286,0.054,-0.054,2459852.045,7.6869063,4.652,0.146,-0.146,4500.0,269.038,-269.038,23.7824,655.022,1409.0,10.0194,0.007,-0.007,364.477,3.2885,-3.2885,5147.3,155.8,-155.8,,3.07
1307.01,APC,-0.2,3.9,-3.9,29.6,4.1,-4.1,2459764.135,2.534612,1.978,0.128,-0.128,5185.281516,32.980328,-32.980328,,336.934,1193.0,10.7967,0.006,-0.006,,,,5009.6,67.6,-67.6,,
1308.01,FP,-11.176,0.05,-0.05,-3.928,0.047,-0.047,2459446.29,1.3797091,2.352,0.106,-0.106,1320.0,462.85,-462.85,22.2329,28702.5,3626.0,10.6168,0.006,-0.006,543.011,7.554,-7.554,5924.0,302.8,-302.8,3.68,2.67
1309.01,FP,-1.508,0.058,-0.058,-1.715,0.053,-0.053,2458684.763,1.49861,2.871,0.147,-0.147,2188.61,57.0363,-57.0363,,90202.8,4828.0,10.6229,0.011,-0.011,686.879,13.8835,-13.8835,8590.0,388.2,-388.2,4.12,
131.01,APC,192.826,1.943,-1.943,-31.069,1.785,-1.785,2460173.339,6.2407826,1.513,0.164,-0.164,6114.0,5396.79,-5396.79,16.0959,41.7384,708.0,9.8567,0.006,-0.006,,,,4174.0,172.0,-172.0,4.34197,0.9
