kepid,koi_disposition,koi_period,koi_time0bk,koi_time0,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_incl,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_ldm_coeff2,koi_ldm_coeff1,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_bin_oedp_sig,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_fwm_stat_sig
8780959,CONFIRMED,9.6310258,132.7273,2454965.727,0.951,0.027,-0.65,5.255,0.241,-0.241,297.0,25.1,-25.1,0.019733,6.6e-05,-0.00433,0.02949,0.84282,-0.01651,2.9,0.82,-0.68,0.0905,79.56,1094.0,338.33,275.21,-164.36,5.25,2.6,-2.6,0.3105,0.2893,5.951192,19.670818,12.7,4,88.0,0.3274,6432.0,155.0,-214.0,4.207,0.19,-0.171,1.345,0.382,-0.313,1.06,0.177,-0.133,
7429287,FALSE POSITIVE,101.889228,213.9353,2455046.935,0.0237,0.445,-0.0236,2.71,1.0,-1.0,80.9,15.6,-15.6,0.008264,0.000797,-0.00091,44.32305,0.13168,-43.90595,1.43,0.09,-0.06,0.4398,89.95,487.0,13.26,2.16,-1.64,289.741,0.861,-0.861,0.2771,0.3746,,,8.5,4,,,5802.0,60.0,-60.0,4.073,0.012,-0.012,1.59,0.09,-0.07,1.08,0.17,-0.1,0.014
6592335,FALSE POSITIVE,48.5023669,168.2091,2455001.209,30.612,33.82,-28.61,1.053,0.323,-0.323,740.0,141.0,-141.0,29.631954,33.8,-28.6,478.4552,392.22278,-218.99263,906.03,162.0,-162.0,0.1704,85.37,192.0,0.32,0.15,-0.12,390.0,160.0,-160.0,0.3112,0.4029,,,5.5,2,,,3396.0,50.0,-50.0,4.991,0.06,-0.06,0.28,0.05,-0.05,0.28,0.05,-0.05,0.775
5951416,FALSE POSITIVE,524.14139,344.9169,2455177.917,0.1508,0.3052,-0.1508,11.603,0.863,-0.863,404.0,56.2,-56.2,0.018511,0.00168,-0.00119,2.89199,0.41795,-1.39341,1.88,0.75,-0.18,1.2545,89.95,237.0,0.74,0.87,-0.21,347.6,50.2,-50.2,0.3028,0.312,,,9.2,2,,,6225.0,171.0,-197.0,4.481,0.055,-0.29,0.931,0.371,-0.09,0.958,0.108,-0.113,0.476
5769810,CANDIDATE,8.97377221,139.73978,2454972.74,0.237,0.218,-0.237,2.135,0.238,-0.238,107.0,13.7,-13.7,0.009575,0.000755,-0.000608,7.35652,2.85601,-4.61851,2.96,0.48,-1.12,0.1005,89.57,1530.0,1294.96,648.06,-849.93,31.5,12.2,-12.2,0.3132,0.2951,3.3592587,9.189824,9.4,2,115.0,0.6813,6537.0,176.0,-195.0,3.76,0.285,-0.095,2.829,0.457,-1.067,1.677,0.192,-0.357,0.051
5643492,FALSE POSITIVE,41.86539723,161.17679,2454994.177,1.286,6.552,-0.11,6.663,0.0789,-0.0789,4310.0,49.6,-49.6,0.361885,6.53,-0.102,0.10699,0.9535,-0.0095,31.14,7.39,-2.45,0.2253,86.57,500.0,14.79,10.41,-3.67,21.5,10.6,-10.6,0.2979,0.3238,40.63384,133.67902,103.4,1,32.0,0.8742,6063.0,164.0,-182.0,4.584,0.033,-0.176,0.788,0.187,-0.062,0.874,0.072,-0.099,0.0
5795648,FALSE POSITIVE,4.553370029,135.433898,2454968.434,0.951,0.103,-0.007,3.2209,0.0116,-0.0116,23700.0,59.4,-59.4,0.213383,0.0703,-0.00962,0.50326,0.03206,-0.03354,25.84,5.69,-3.77,0.0537,83.34,1264.0,603.58,387.69,-213.9,8.201,0.522,-0.522,0.3058,0.3071,565.2961,6098.033,570.6,1,294.0,0.4594,6306.0,157.0,-189.0,4.346,0.113,-0.137,1.109,0.244,-0.162,0.991,0.135,-0.11,
5961350,FALSE POSITIVE,5.262652179,135.6269856,2454968.627,0.96,0.054,-0.012,2.85554,0.00154,-0.00154,22700.0,7.4,-7.4,0.212787,0.0373,-0.00771,0.78687,0.02034,-0.05112,35.99,6.49,-2.99,0.0667,84.74,1499.0,1191.71,538.75,-243.14,10.483,0.271,-0.271,0.3299,0.2544,324.576,3524.3567,2246.9,1,252.0,0.0317,7049.0,74.0,-95.0,4.212,0.054,-0.126,1.549,0.279,-0.129,1.432,0.103,-0.082,0.0
5979863,FALSE POSITIVE,16.6218534,133.5526451,2454966.553,0.58,0.013,-0.004,3.91517,0.00391,-0.00391,55300.0,38.6,-38.6,0.225371,0.000538,-0.000155,2.93856,0.02667,-0.11491,22.32,5.96,-3.2,0.1207,89.05,719.0,63.3,50.92,-22.64,35.012,0.318,-0.318,0.2979,0.3238,349.26968,2090.239,1872.6,1,79.0,0.7655,5949.0,177.0,-195.0,4.451,0.101,-0.174,0.907,0.242,-0.13,0.848,0.105,-0.07,0.0
6117415,FALSE POSITIVE,19.74161604,136.446922,2454969.447,1.04,0.021,-0.061,3.07231,0.00144,-0.00144,88800.0,33.8,-33.8,0.497012,0.0181,-0.0444,7.1654,0.24249,-0.15829,82.98,17.8,-16.0,0.1561,88.87,902.0,156.6,95.89,-65.38,52.85,1.8,-1.8,0.3132,0.2951,2096.916,8271.682,2153.0,1,68.0,0.517,6535.0,147.0,-180.0,4.183,0.14,-0.14,1.529,0.328,-0.295,1.301,0.142,-0.213,
6128027,FALSE POSITIVE,5.455766383,136.907217,2454969.907,0.794,0.404,-0.038,2.8923,0.0113,-0.0113,105000.0,225.0,-225.0,0.372108,0.298,-0.0207,2.68022,0.35512,-0.1264,28.2,3.49,-2.36,0.0549,87.18,795.0,94.27,39.66,-24.12,16.16,2.1,-2.1,0.1731,0.5396,326.47562,3156.4097,536.8,1,247.0,0.002,5067.0,151.0,-151.0,4.625,0.039,-0.066,0.694,0.086,-0.058,0.742,0.079,-0.071,0.0
6146418,FALSE POSITIVE,22.44620704,149.1595,2454982.16,1.256,0.689,-0.16,7.5491,0.0592,-0.0592,1630.0,14.0,-14.0,0.299907,0.674,-0.15,0.01729,0.00644,-0.00151,58.2,10.9,-18.6,0.1595,80.64,894.0,150.81,85.67,-88.39,7.72,2.9,-2.9,0.2949,0.3354,56.923744,183.55302,138.8,1,60.0,0.0034,6070.0,165.0,-165.0,3.969,0.273,-0.117,1.777,0.332,-0.569,1.074,0.19,-0.173,0.0
4742420,CANDIDATE,205.41415,295.6538,2455128.654,0.0856,0.3578,-0.0854,10.26,1.4,-1.4,284.0,50.2,-50.2,0.015445,0.00106,-0.0021,1.66356,10.77337,-1.11193,1.67,0.74,-0.16,0.6918,89.95,323.0,2.58,3.36,-0.75,154.8,77.1,-77.1,0.2961,0.3337,,,7.9,2,,,6123.0,164.0,-211.0,4.465,0.05,-0.304,0.991,0.435,-0.096,1.04,0.189,-0.128,0.509
4826439,FALSE POSITIVE,1.237147407,132.6581514,2454965.658,0.466,0.002,-0.002,7.06623,0.00226,-0.00226,435000.0,99.7,-99.7,0.671019,0.000838,-0.000697,0.17209,0.00026,-0.00021,106.18,18.3,-20.3,0.0233,78.83,2107.0,4680.26,2109.48,-1780.67,2.40573,0.00364,-0.00364,0.2904,0.3534,2128.5457,25009.854,5557.4,1,1091.0,-1.0,6064.0,82.0,-82.0,4.16,0.168,-0.112,1.449,0.25,-0.277,1.107,0.113,-0.072,0.0
4933476,FALSE POSITIVE,1.28619671,131.87462,2454964.875,0.874,0.151,-0.586,1.114,0.338,-0.338,137.0,38.2,-38.2,0.012568,0.00561,-0.00283,1.118,512.83301,-0.8746,1.27,0.35,-0.23,0.0212,79.07,1646.0,1740.01,1428.24,-694.58,4.61,2.3,-2.3,0.2865,0.3556,5.761721,12.704475,5.9,1,415.0,0.2081,5650.0,169.0,-152.0,4.391,0.167,-0.204,0.926,0.252,-0.168,0.77,0.124,-0.044,0.0
4990977,FALSE POSITIVE,2.649026189,133.379281,2454966.379,0.914,0.996,-0.081,2.4698,0.0232,-0.0232,52200.0,327.0,-327.0,0.303122,0.885,-0.0467,1.2215,0.71963,-0.1352,32.7,9.64,-7.21,0.0345,83.16,1377.0,852.59,738.32,-388.89,7.68,2.3,-2.3,0.2865,0.3556,359.49506,3581.9836,190.1,1,397.0,0.5616,5838.0,159.0,-159.0,4.342,0.205,-0.205,0.988,0.291,-0.218,0.781,0.11,-0.047,0.0
5034333,FALSE POSITIVE,6.932281325,134.876198,2454967.876,1.291,0.151,-0.09,11.0301,0.0429,-0.0429,6410.0,23.5,-23.5,0.382557,0.142,-0.0866,0.00794,0.00068,-0.00078,90.57,20.3,-22.6,0.0906,61.7,1872.0,2902.34,1948.04,-1554.25,2.722,0.233,-0.233,0.2905,0.2434,76.300125,372.06815,325.8,1,192.0,0.9554,8675.0,238.0,-408.0,4.08,0.15,-0.15,2.168,0.487,-0.541,2.057,0.37,-0.493,0.0
5039441,FALSE POSITIVE,2.151384476,133.1088143,2454966.109,0.237,0.027,-0.012,3.34471,0.00272,-0.00272,264000.0,87.0,-87.0,0.482255,0.000562,-0.000334,1.55351,0.01933,-0.04248,66.2,18.2,-18.2,0.0314,88.13,1725.0,2097.48,1699.67,-1122.47,7.2438,0.0901,-0.0901,0.2998,0.3069,1890.9965,19467.596,2657.6,1,0.0,-1.0,6184.0,168.0,-186.0,4.19,0.27,-0.18,1.257,0.346,-0.346,0.891,0.126,-0.084,
8231299,FALSE POSITIVE,0.562273947,131.52433,2454964.524,0.662,0.112,-0.383,3.1572,0.087,-0.087,67.0,1.7,-1.7,0.007913,0.000931,-0.00037,0.13535,0.05584,-0.05045,0.73,0.06,-0.09,0.0121,59.73,2083.0,4412.19,1134.12,-1175.22,1.313,0.542,-0.542,0.2865,0.3556,3.6992052,8.338421,52.4,1,2382.0,0.9758,5632.0,90.0,-78.0,4.45,0.117,-0.063,0.847,0.073,-0.101,0.736,0.057,-0.022,0.431
5121173,FALSE POSITIVE,17.4352218,143.2261,2454976.226,1.211,0.505,-0.063,51.666,0.545,-0.545,603.0,5.9,-5.9,0.235467,0.437,-0.125,0.00016,0.00019,-3e-05,67.91,11.0,-25.8,0.1434,27.9,1195.0,482.16,258.2,-321.87,1.37,0.542,-0.542,0.3001,0.3071,3.37645,9.4000025,121.8,1,80.0,0.9914,6313.0,205.0,-228.0,3.706,0.336,-0.105,2.641,0.429,-1.002,1.291,0.232,-0.284,0.0
4157325,CANDIDATE,24.8434837,148.1777,2454981.178,0.641,0.313,-0.42,4.8,0.367,-0.367,217.0,17.9,-17.9,0.01415,0.000118,-0.0013,0.92017,1.5716,-0.10409,1.58,0.23,-0.17,0.1639,88.82,625.0,35.97,15.07,-9.45,31.1,13.3,-13.3,0.2602,0.4096,3.0339513,8.790911,14.2,4,43.0,0.0467,5670.0,114.0,-114.0,4.397,0.095,-0.105,1.022,0.148,-0.108,0.949,0.067,-0.055,0.0
10200627,CANDIDATE,7.7016694,134.2294,2454967.229,0.01,0.452,-0.01,10.898,0.413,-0.413,156.0,10.1,-10.1,0.011266,0.00061,-0.000382,0.0528,0.00563,-0.01976,4.44,0.47,-0.16,0.071,89.89,1627.0,1656.27,586.28,-222.45,5.491,0.585,-0.585,0.2678,0.3917,3.8014486,11.858144,17.8,1,181.0,0.2893,5174.0,134.0,-93.0,3.228,0.036,-0.024,3.608,0.381,-0.127,0.802,0.154,-0.016,0.514
10219361,FALSE POSITIVE,117.634213,176.0874,2455009.087,0.5206,0.4167,-0.3103,3.82,0.346,-0.346,253.0,32.2,-32.2,0.014859,0.000619,-0.0015,11.76526,9.26891,-5.08401,3.78,2.33,-1.37,0.4732,89.95,513.0,16.34,30.82,-10.43,204.9,80.7,-80.7,0.2256,0.4638,,,8.7,1,,,5236.0,134.0,-150.0,3.711,0.39,-0.361,2.332,1.435,-0.846,1.019,0.306,-0.151,0.643
10228942,FALSE POSITIVE,21.02544702,148.2226428,2454981.223,0.978,0.024,-0.019,6.52216,0.00184,-0.00184,116000.0,28.1,-28.1,0.510247,0.0145,-0.0169,0.97676,0.00673,-0.00881,135.84,25.4,-50.7,0.1653,88.02,1123.0,376.4,213.53,-245.6,28.367,0.195,-0.195,0.3183,0.2705,1637.0826,6291.3022,4881.9,1,51.0,0.0,6631.0,180.0,-200.0,3.798,0.328,-0.082,2.438,0.455,-0.91,1.361,0.212,-0.259,0.0
10341878,FALSE POSITIVE,0.933753371,131.50945,2454964.509,0.311,0.188,-0.311,4.438,0.221,-0.221,47.3,3.1,-3.1,0.006401,0.000271,-0.000279,0.10134,0.01377,-0.03614,1.44,0.38,-0.47,0.0216,79.28,3137.0,22850.9,18485.42,-14161.44,1.672,0.227,-0.227,0.3332,0.24,4.237198,14.827657,19.8,1,1444.0,0.263,7286.0,228.0,-330.0,3.998,0.246,-0.164,2.056,0.544,-0.665,1.532,0.224,-0.298,0.0
10357831,FALSE POSITIVE,1.72153588,131.7292,2454964.729,0.002,0.43,-0.002,1.9227,0.0954,-0.0954,39900.0,1660.0,-1660.0,0.176656,0.00834,-0.00525,3.36359,0.20694,-1.2265,12.89,0.92,-1.16,0.0245,89.99,1045.0,281.41,89.68,-79.3,8.077,0.497,-0.497,0.0775,0.666,46.966373,258.73877,29.3,1,106.0,0.546,4535.0,159.0,-159.0,4.607,0.054,-0.027,0.668,0.048,-0.06,0.659,0.075,-0.054,
8332521,CANDIDATE,4.67250377,135.23678,2454968.237,0.95,0.001,-0.728,4.441,0.177,-0.177,79.6,6.4,-6.4,0.010287,4.7e-05,-0.00245,0.02167,0.53152,-0.00282,1.11,0.37,-0.12,0.0549,71.04,1149.0,412.73,404.38,-125.06,2.92,1.4,-1.4,0.3032,0.3147,4.7017546,9.437228,13.8,2,291.0,0.6324,6146.0,170.0,-192.0,4.454,0.07,-0.21,0.987,0.328,-0.109,1.006,0.154,-0.115,0.664
6150977,FALSE POSITIVE,2.765621941,133.680095,2454966.68,1.262,0.165,-0.106,2.3191,0.018,-0.018,8340.0,58.8,-58.8,0.380702,0.155,-0.0973,0.36216,0.02018,-0.02932,34.42,7.03,-3.24,0.0368,76.15,1134.0,391.86,254.17,-106.86,5.271,0.294,-0.294,0.2396,0.4415,43.105225,267.3495,173.2,1,473.0,0.0103,5423.0,177.0,-161.0,4.542,0.045,-0.135,0.828,0.169,-0.078,0.872,0.09,-0.09,0.0
6182019,FALSE POSITIVE,3.664964374,134.152879,2454967.153,0.552,0.016,-0.002,3.9058,0.0157,-0.0157,90800.0,280.0,-280.0,0.28739,0.00121,-0.000558,0.82956,0.04886,-0.02486,30.98,8.78,-4.74,0.0449,86.22,1184.0,464.89,400.4,-174.95,8.383,0.494,-0.494,0.2676,0.3928,282.13803,2717.9407,437.8,1,251.0,0.0007,5726.0,177.0,-197.0,4.403,0.128,-0.192,0.987,0.28,-0.151,0.899,0.125,-0.083,0.0
6191945,FALSE POSITIVE,6.8072842,135.5474,2454968.547,0.923,6.998,-0.305,1.9477,0.0796,-0.0796,14600.0,520.0,-520.0,0.156405,6.9,-0.245,2.63981,23.70738,-1.00591,31.15,13.7,-16.7,0.0714,87.16,1156.0,421.16,592.24,-342.26,18.63,9.3,-9.3,0.1923,0.5191,88.28865,266.28836,32.9,1,13.0,-1.0,5182.0,200.0,-182.0,3.935,0.595,-0.255,1.824,0.799,-0.976,1.043,0.181,-0.181,0.075
6209347,FALSE POSITIVE,2.136577151,133.026579,2454966.027,0.996,6.691,-0.02,2.4682,0.0331,-0.0331,79100.0,710.0,-710.0,0.444073,6.57,-0.0191,1.42919,22.99991,-0.12152,43.89,9.69,-6.45,0.0305,81.84,1311.0,698.75,473.95,-248.71,7.01,3.4,-3.4,0.2396,0.4415,223.62898,2126.3347,124.3,1,330.0,0.0082,5457.0,164.0,-164.0,4.442,0.126,-0.168,0.905,0.2,-0.133,0.827,0.119,-0.064,0.0
6268722,FALSE POSITIVE,2.638432816,133.003946,2454966.004,0.863,0.105,-0.013,2.42989,0.00854,-0.00854,48500.0,126.0,-126.0,0.259996,0.0643,-0.00776,1.23234,0.00598,-0.09207,49.77,9.97,-15.0,0.0386,83.55,1933.0,3299.02,1923.0,-1852.23,7.6828,0.0373,-0.0373,0.3025,0.2923,662.5006,6170.1167,529.4,1,388.0,0.2339,6502.0,155.0,-175.0,3.991,0.28,-0.12,1.753,0.351,-0.527,1.098,0.174,-0.157,0.0
6301030,FALSE POSITIVE,11.99100036,139.598337,2454972.598,0.534,0.015,-0.016,6.4648,0.0104,-0.0104,376000.0,558.0,-558.0,0.638469,0.00633,-0.0095,1.39619,0.00751,-0.0163,78.78,22.8,-18.6,0.0979,88.61,897.0,153.29,136.79,-75.08,21.975,0.118,-0.118,0.2979,0.3238,325.70596,1710.2537,802.9,1,55.0,-1.0,5988.0,197.0,-197.0,4.271,0.225,-0.184,1.13,0.327,-0.267,0.869,0.13,-0.08,0.0
10480982,FALSE POSITIVE,2.03746414,131.54567,2454964.546,0.008,0.46,-0.008,2.895,0.236,-0.236,139.0,11.8,-11.8,0.010807,0.0006,-0.000555,0.74423,0.72169,-0.3164,1.12,0.36,-0.12,0.0317,89.91,1474.0,1118.26,1090.07,-327.66,5.47,2.7,-2.7,0.2916,0.3447,3.302835,11.9860735,14.1,2,513.0,0.8367,6117.0,182.0,-200.0,4.496,0.052,-0.208,0.947,0.308,-0.096,1.025,0.139,-0.139,0.0
6606934,FALSE POSITIVE,37.80694072,153.8409531,2454986.841,1.111,0.097,-0.13,3.84264,0.00293,-0.00293,106000.0,46.5,-46.5,0.596776,0.0003,-0.123,8.47498,0.00029,-0.57336,72.01,22.6,-8.08,0.2308,89.26,617.0,34.14,31.42,-10.62,86.19355,0.00295,-0.00295,0.3103,0.2947,658.9619,2925.4907,1571.8,1,36.0,0.0,6387.0,172.0,-211.0,4.41,0.065,-0.208,1.105,0.347,-0.124,1.145,0.162,-0.162,0.0
8242769,CANDIDATE,21.9711574,137.6914,2454970.691,0.119,0.328,-0.118,5.012,0.805,-0.805,178.0,25.9,-25.9,0.012115,0.000902,-0.00115,1.49529,7.6599,-0.74144,1.32,0.39,-0.17,0.1531,89.8,649.0,41.86,37.75,-14.55,33.7,15.7,-15.7,0.2602,0.4096,3.1420305,7.432082,7.8,1,59.0,0.9877,5763.0,182.0,-222.0,4.436,0.084,-0.196,0.997,0.295,-0.126,0.989,0.125,-0.114,0.001
10964440,CANDIDATE,144.688915,256.343,2455089.343,0.087,0.378,-0.087,9.468,0.621,-0.621,397.0,39.6,-39.6,0.017821,0.00161,-0.000775,1.49933,0.66135,-0.49879,3.33,0.48,-0.83,0.5544,89.96,416.0,7.09,2.84,-3.29,118.4,52.2,-52.2,0.1793,0.5438,5.1322803,8.049244,11.6,2,6.0,0.1944,5372.0,88.0,-64.0,4.007,0.218,-0.087,1.71,0.249,-0.427,1.084,0.095,-0.123,0.088
5385548,FALSE POSITIVE,12.42555055,141.5457,2454974.546,0.973,0.001,-0.002,28.492,0.455,-0.455,409.0,5.7,-5.7,0.02436,0.000233,-0.000306,0.00038,2e-05,-2e-05,3.79,1.06,-1.07,0.107,48.17,1027.0,262.42,212.71,-144.55,1.4583,0.0768,-0.0768,0.3105,0.2893,4.642403,21.781315,123.7,1,112.0,0.3951,6381.0,155.0,-214.0,4.155,0.246,-0.164,1.423,0.402,-0.402,1.055,0.177,-0.133,0.0
5385778,FALSE POSITIVE,12.42592247,141.54848,2454974.548,0.885,0.003,-0.004,31.5,0.249,-0.249,8710.0,50.9,-50.9,0.104342,0.000677,-0.000683,0.00133,3e-05,-4e-05,79.21,14.2,-28.4,0.1329,66.44,1547.0,1353.9,605.42,-848.59,2.2142,0.0499,-0.0499,0.1173,0.6326,5.2385874,21.207773,190.8,1,107.0,0.9519,4849.0,48.0,-115.0,3.06,0.18,-0.105,6.952,1.248,-2.496,2.025,0.584,-0.779,
5428657,CANDIDATE,1.54287434,132.61697,2454965.617,0.013,0.435,-0.013,1.1121,0.0835,-0.0835,401.0,25.0,-25.0,0.017873,0.00111,-0.000633,10.01963,1.64473,-4.65353,1.05,0.08,-0.07,0.0212,89.93,1007.0,243.62,72.53,-58.55,10.8,1.8,-1.8,0.1554,0.5738,5.3681607,19.034397,20.7,1,670.0,0.0247,4530.0,139.0,-139.0,4.704,0.052,-0.032,0.539,0.039,-0.039,0.537,0.043,-0.028,0.006
5471617,FALSE POSITIVE,12.4237327,133.9642,2454966.964,0.132,0.3478,-0.132,18.15,1.9,-1.9,30.1,4.3,-4.3,0.004958,0.000458,-0.000222,0.01766,0.00752,-0.00824,1.12,0.88,-0.72,0.0982,88.81,1057.0,294.63,746.39,-260.39,5.24,2.2,-2.2,0.2511,0.4254,,,20.1,2,,,5221.0,127.0,-116.0,3.72,0.821,-0.402,2.067,1.636,-1.33,0.819,0.3,-0.102,0.034
5471617,FALSE POSITIVE,94.38163,171.3362,2455004.336,0.593,0.0552,-0.4628,11.87,2.8,-2.8,91.2,16.3,-16.3,0.009053,0.000767,-0.000984,0.25926,2.04545,-0.23027,2.04,1.62,-1.31,0.3796,89.38,537.0,19.72,49.95,-17.43,49.6,24.5,-24.5,0.2511,0.4254,,,7.5,2,,,5221.0,127.0,-116.0,3.72,0.821,-0.402,2.067,1.636,-1.33,0.819,0.3,-0.102,0.04
5629353,CANDIDATE,33.3200908,150.0494,2454983.049,0.069,0.253,-0.069,6.5265,0.0843,-0.0843,6190.0,77.4,-77.4,0.072094,0.00105,-0.000503,1.23835,0.03161,-0.23478,13.0,3.95,-3.55,0.2241,89.91,750.0,74.79,67.39,-41.55,41.73,1.1,-1.1,0.307,0.3325,31.837675,59.233994,84.5,3,4.0,0.4613,6264.0,177.0,-265.0,4.133,0.2,-0.18,1.651,0.502,-0.451,1.352,0.189,-0.23,0.0
5629353,CONFIRMED,7.5844241,137.847,2454970.847,0.815,0.032,-0.569,3.918,0.125,-0.125,1010.0,47.0,-47.0,0.032357,0.00489,-0.00342,0.27467,0.93649,-0.20388,5.83,1.78,-1.59,0.0836,85.04,1228.0,537.4,484.24,-298.58,9.42,4.6,-4.6,0.307,0.3325,7.436616,22.224302,23.8,3,20.0,0.0784,6264.0,177.0,-265.0,4.133,0.2,-0.18,1.651,0.502,-0.451,1.352,0.189,-0.23,0.045
10363233,FALSE POSITIVE,210.899577,230.1954,2455063.195,0.3202,0.1361,-0.3201,2.167,0.428,-0.428,3350.0,477.0,-477.0,0.052646,0.00265,-0.00634,176.37363,525.0343,-87.22264,4.85,1.83,-0.49,0.6493,89.95,268.0,1.22,1.49,-0.35,746.0,370.0,-370.0,0.2157,0.4789,,,7.8,1,,,5332.0,211.0,-164.0,4.5,0.066,-0.245,0.843,0.319,-0.084,0.821,0.121,-0.07,0.025
10385682,FALSE POSITIVE,3.103730697,132.8744585,2454965.874,0.539,0.002,-0.003,6.93402,0.00173,-0.00173,369000.0,86.4,-86.4,0.631891,0.00113,-0.00146,0.30417,0.00045,-0.00043,75.28,24.2,-8.62,0.0436,84.24,1340.0,763.25,722.73,-243.77,5.37043,0.00795,-0.00795,0.2826,0.3729,1741.0015,18498.5,5143.6,1,0.0,-1.0,6075.0,169.0,-211.0,4.422,0.07,-0.224,1.091,0.35,-0.125,1.149,0.151,-0.151,0.0
10414727,FALSE POSITIVE,253.40538,273.6514,2455106.651,0.3967,0.046,-0.3967,7.43,1.6,-1.6,241.0,49.6,-49.6,0.014582,0.00134,-0.00191,4.24741,7.25977,-4.10038,2.69,1.61,-0.55,0.8926,89.95,443.0,9.13,17.19,-4.35,243.0,104.0,-104.0,0.3278,0.2441,,,5.0,2,,,7304.0,228.0,-341.0,4.151,0.12,-0.346,1.69,1.008,-0.345,1.475,0.304,-0.3,0.267
10483644,FALSE POSITIVE,5.110771787,133.315344,2454966.315,0.878,0.214,-0.033,2.48392,0.00863,-0.00863,50700.0,156.0,-156.0,0.276346,0.154,-0.0196,2.25257,0.41139,-0.12119,26.98,8.33,-2.78,0.0576,86.55,1048.0,284.85,257.97,-81.92,14.6,2.7,-2.7,0.2965,0.3342,442.01685,3979.5732,394.0,1,209.0,0.0,6029.0,163.0,-181.0,4.523,0.052,-0.208,0.894,0.276,-0.092,0.972,0.12,-0.12,0.0
4736569,CANDIDATE,7.07394528,136.64371,2454969.644,0.277,0.176,-0.277,2.319,0.172,-0.172,228.0,26.8,-26.8,0.013779,0.000997,-0.000931,4.44093,1.43682,-1.94928,0.84,0.06,-0.05,0.0595,89.3,647.0,41.43,12.76,-10.2,22.73,7.4,-7.4,0.1941,0.5188,3.1597714,9.1405525,9.5,2,154.0,0.3336,4777.0,167.0,-167.0,4.689,0.048,-0.032,0.561,0.038,-0.038,0.561,0.047,-0.024,0.486
10601549,FALSE POSITIVE,1.463773705,132.807589,2454965.808,0.838,6.429,-0.081,1.9123,0.0288,-0.0288,64800.0,620.0,-620.0,0.298682,6.23,-0.0361,1.80624,26.33629,-0.30134,21.79,2.05,-1.83,0.0218,81.83,1329.0,739.19,256.13,-189.33,5.89,2.9,-2.9,0.3058,0.3352,168.7225,561.2774,119.7,1,917.0,0.755,5446.0,162.0,-162.0,4.599,0.077,-0.056,0.668,0.063,-0.056,0.646,0.06,-0.024,0.0
10614158,FALSE POSITIVE,4.46255312,133.64977,2454966.65,0.004,0.102,-0.004,14.0957,0.0707,-0.0707,22700.0,183.0,-183.0,0.133443,0.000702,-0.000548,0.02133,0.00024,-0.0006,52.74,29.7,-16.0,0.0513,89.93,1795.0,2458.34,4318.08,-1370.94,2.8212,0.0317,-0.0317,0.1235,0.6124,62.316418,223.34209,140.9,1,58.0,0.0,4847.0,147.0,-110.0,3.277,0.325,-0.325,3.619,2.041,-1.099,0.905,0.315,-0.147,0.0
10662202,CANDIDATE,14.516741,138.83799,2454971.838,0.851,0.101,-0.643,2.706,0.243,-0.243,227.0,25.1,-25.1,0.016064,0.00309,-0.00288,1.06322,5.65411,-0.89688,1.45,0.06,-0.11,0.1078,87.86,606.0,31.8,4.75,-6.48,22.8,11.0,-11.0,0.1451,0.582,2.8263357,7.5396094,10.1,4,86.0,0.9163,4954.0,79.0,-79.0,4.5,0.075,-0.02,0.828,0.032,-0.065,0.791,0.05,-0.029,0.067
9008103,CANDIDATE,20.5718107,142.80267,2454975.803,0.123,0.338,-0.123,3.399,0.272,-0.272,379.0,33.5,-33.5,0.017281,0.00114,-0.00091,4.55069,0.40825,-2.75423,1.34,0.14,-0.1,0.1347,89.85,498.0,14.51,5.57,-3.24,46.69,4.2,-4.2,0.1611,0.5575,3.1359103,10.408941,13.0,3,67.0,0.9042,4922.0,148.0,-133.0,4.624,0.025,-0.065,0.708,0.077,-0.049,0.795,0.055,-0.083,0.006
6614926,FALSE POSITIVE,3.026764871,133.3279059,2454966.328,0.198,0.066,-0.017,4.32532,0.00322,-0.00322,66700.0,53.8,-53.8,0.239029,0.000703,-0.000136,0.58818,0.00662,-0.02814,26.36,7.81,-2.79,0.0419,88.27,1360.0,810.38,685.56,-243.47,6.5797,0.0741,-0.0741,0.3032,0.3147,486.34872,5586.1865,1561.2,1,445.0,0.5022,6283.0,150.0,-206.0,4.459,0.052,-0.208,1.01,0.299,-0.107,1.067,0.144,-0.144,0.0
